# Using S/N > 6 for detection threshold on zuul
# Using beams within 0.5 deg of pulsars from psrcat_v158_north.txt
# Flux adjusted for offset from beam center
# Expected S/N estimated from published flux values
# Flux estimated from measured S/N, uncertainty estimated from dependencies
# File generated 2018-07-18 18:10:53 (ET)
#   PSRJ  	   RA 		     Dec 	 P0 			P1 	      DM 	 Distance  	  MJD   	 S/N exp. 	  S/N meas. 	     Est. Flux	   Flux Error	Status 
#		   (deg)   	    (deg) 	 (s) 			(s/s) 	      (p/cc) 	 (deg)		  (day)					             (mJy)  	   (mJy)  
J2040+1657	 310.07444 	 16.95846 	 0.8656 	 0.5949E-15 	  50.6919 	  0.4401934  	      * 	       *	       *		 *  	       *        Beam # 54151 Not Found
J2043+1711	 310.83701 	 17.19137 	 0.0024 	 5.2427E-21 	 20.70987 	  0.4298350  	      * 	       *	       *		 *  	       *        Beam # 53020 Not Found
J2043+1711	 310.83701 	 17.19137 	 0.0024 	 5.2427E-21 	 20.70987 	  0.2947181  	      * 	       *	       *		 *  	       *        Beam # 53397 Not Found
J2043+1711	 310.83701 	 17.19137 	 0.0024 	 5.2427E-21 	 20.70987 	  0.3937469  	      * 	       *	       *		 *  	       *        Beam # 53630 Not Found
J2043+1711	 310.83701 	 17.19137 	 0.0024 	 5.2427E-21 	 20.70987 	  0.3713226  	      * 	       *	       *		 *  	       *        Beam # 54007 Not Found
J2043+2740	 310.93125 	 27.68222 	 0.0961 	 1.27E-15 	 21.02064 	 0.1935617 	  56110  	  86.802	  64.206	    13.198    	   3.155    	Detected in Beam # 40477
J2043+2740	 310.93125 	 27.68222 	 0.0961 	 1.27E-15 	 21.02064 	 0.4603767 	  56157  	  26.944	  52.594	    34.830    	   2.433    	Detected in Beam # 40854
J2043+2740	 310.93125 	 27.68222 	 0.0961 	 1.27E-15 	 21.02064 	 0.3772466 	  56158  	  45.129	  74.148	    29.317    	   3.417    	Detected in Beam # 41087
J2043+7045	   310.75 	    70.75 	 0.5880 	        * 	       57 	 0.4295666 	  55160  	 365.996	   2.643	     0.577    	   0.203    	Not Detected in # 04068
J2043+7045	   310.75 	    70.75 	 0.5880 	        * 	       57 	 0.2842831 	  55160  	 789.064	   0.000	     0.000    	   0.000    	Not Detected in # 04212
J2043+7045	   310.75 	    70.75 	 0.5880 	        * 	       57 	 0.3463381 	  55160  	 590.501	   0.000	     0.000    	   0.000    	Not Detected in # 04301
J2043+7045	   310.75 	    70.75 	 0.5880 	        * 	       57 	 0.4450466 	  55164  	 231.701	   4.508	     1.555    	   0.254    	Not Detected in # 04445
J2044+4614	  311.245 	 46.24833 	 1.3927 	  6.3E-16 	    315.4 	 0.3402765 	  55508  	       *	   7.720	     4.384    	   0.564    	Detected in Beam # 20792
J2044+4614	  311.245 	 46.24833 	 1.3927 	  6.3E-16 	    315.4 	 0.4525987 	  55508  	       *	   3.353	     1.425    	   0.317    	Not Detected in # 21025
J2044+4614	  311.245 	 46.24833 	 1.3927 	  6.3E-16 	    315.4 	 0.3363210 	  55508  	       *	  12.886	     8.478    	   1.062    	Detected in Beam # 21169
J2044+4614	  311.245 	 46.24833 	 1.3927 	  6.3E-16 	    315.4 	 0.3593035 	  55508  	       *	   4.171	     1.445    	   0.270    	Not Detected in # 21402
J2045+0912	 311.44727 	   9.2081 	 0.3956 	 0.19520E-15 	   31.776 	  0.1921664  	      * 	       *	       *		 *  	       *        Beam # 63589 Not Found
J2045+0912	 311.44727 	   9.2081 	 0.3956 	 0.19520E-15 	   31.776 	  0.4593777  	      * 	       *	       *		 *  	       *        Beam # 63966 Not Found
J2045+0912	 311.44727 	   9.2081 	 0.3956 	 0.19520E-15 	   31.776 	  0.3611294  	      * 	       *	       *		 *  	       *        Beam # 64199 Not Found
J2045+3633	 311.25627 	 36.55039 	 0.0317 	 5.883E-19 	 129.5477 	 0.0964164 	  55991  	       *	   2.587	     0.161    	   0.117    	Not Detected in # 30751
J2045+3633	 311.25627 	 36.55039 	 0.0317 	 5.883E-19 	 129.5477 	 0.4401017 	  56025  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 31128
J2046-0421	 311.50065 	 -4.35722 	 1.5469 	 1.471483E-15 	   35.799 	 0.3690451 	  57384  	 121.164	  32.250	     6.953    	   1.174    	Detected in Beam # 81300
J2046-0421	 311.50065 	 -4.35722 	 1.5469 	 1.471483E-15 	   35.799 	 0.2017265 	  57452  	 245.809	  32.567	     3.461    	   1.182    	Detected in Beam # 81910
J2046-0421	 311.50065 	 -4.35722 	 1.5469 	 1.471483E-15 	   35.799 	 0.4631463 	  57452  	  67.834	   4.637	     1.786    	   0.282    	Not Detected in # 82287
J2046+1540	 311.66395 	   15.676 	 1.1383 	 1.82318E-16 	 39.81796 	  0.4924710  	      * 	       *	       *		 *  	       *        Beam # 54850 Not Found
J2046+1540	 311.66395 	   15.676 	 1.1383 	 1.82318E-16 	 39.81796 	  0.3609299  	      * 	       *	       *		 *  	       *        Beam # 55227 Not Found
J2046+1540	 311.66395 	   15.676 	 1.1383 	 1.82318E-16 	 39.81796 	  0.3559384  	      * 	       *	       *		 *  	       *        Beam # 55460 Not Found
J2046+1540	 311.66395 	   15.676 	 1.1383 	 1.82318E-16 	 39.81796 	  0.2965488  	      * 	       *	       *		 *  	       *        Beam # 55837 Not Found
J2046+5708	 311.6942 	 57.14364 	 0.4767 	 1.112160E-14 	 101.790291 	 0.1655668 	  55325  	  42.670	  22.906	     3.140    	   0.953    	Detected in Beam # 12053
J2046+5708	 311.6942 	 57.14364 	 0.4767 	 1.112160E-14 	 101.790291 	 0.3456588 	  55325  	  21.575	  11.616	     3.149    	   0.491    	Detected in Beam # 12286
J2046+5708	 311.6942 	 57.14364 	 0.4767 	 1.112160E-14 	 101.790291 	 0.4897462 	  55325  	   8.845	   6.262	     4.141    	   0.389    	Detected in Beam # 12430
J2047+1053	   311.75 	 10.88333 	 0.0043 	        * 	     34.6 	  0.0272132  	      * 	       *	       *		 *  	       *        Beam # 61615 Not Found
J2047+1053	   311.75 	 10.88333 	 0.0043 	        * 	     34.6 	  0.4982720  	      * 	       *	       *		 *  	       *        Beam # 61992 Not Found
J2047+5029	 311.97767 	 50.49394 	 0.4459 	 4.17572E-15 	  107.676 	 0.4920289 	  55441  	   4.173	   2.658	     1.468    	   0.350    	Not Detected in # 17077
J2047+5029	 311.97767 	 50.49394 	 0.4459 	 4.17572E-15 	  107.676 	 0.3896712 	  55441  	   8.143	   3.017	     0.854    	   0.245    	Not Detected in # 17221
J2047+5029	 311.97767 	 50.49394 	 0.4459 	 4.17572E-15 	  107.676 	 0.1397554 	  55441  	  12.269	   8.140	     1.529    	   0.487    	Detected in Beam # 17454
J2048-1616	 312.1485 	 -16.27904 	 1.9616 	 1.095816E-14 	   11.456 	 0.4550057 	  58118  	 252.970	 284.828	   163.892    	  11.328    	Detected in Beam # 97037
J2048-1616	 312.1485 	 -16.27904 	 1.9616 	 1.095816E-14 	   11.456 	 0.2606952 	  58118  	 708.682	 220.624	    45.315    	   8.773    	Detected in Beam # 97270
J2048-1616	 312.1485 	 -16.27904 	 1.9616 	 1.095816E-14 	   11.456 	 0.3091713 	  58174  	 1156.516	   3.169	     0.399    	   0.165    	Not Detected in # 97647
J2048+2255	 312.19112 	 22.91814 	 0.2839 	 0.01516E-15 	  70.6847 	 0.2489527 	  56297  	   9.947	   8.477	     1.662    	   0.355    	Detected in Beam # 46111
J2048+2255	 312.19112 	 22.91814 	 0.2839 	 0.01516E-15 	  70.6847 	 0.4643128 	  56297  	   6.581	   2.546	     0.754    	   0.258    	Not Detected in # 46488
J2048+2255	 312.19112 	 22.91814 	 0.2839 	 0.01516E-15 	  70.6847 	 0.3140970 	  56297  	  10.951	   4.070	     0.725    	   0.173    	Not Detected in # 46721
J2050+1259	 312.73838 	 12.98583 	 1.2210 	  5.0E-16 	    52.40 	  0.1849828  	      * 	       *	       *		 *  	       *        Beam # 58887 Not Found
J2050+1259	 312.73838 	 12.98583 	 1.2210 	  5.0E-16 	    52.40 	  0.3528030  	      * 	       *	       *		 *  	       *        Beam # 59264 Not Found
J2051-0827	 312.78133 	 -8.46049 	 0.0045 	 1.2733E-20 	  20.7299 	 0.2191959 	  57570  	 373.946	   0.000	     0.000    	   0.000    	Not Detected in # 86934
J2051-0827	 312.78133 	 -8.46049 	 0.0045 	 1.2733E-20 	  20.7299 	 0.3141780 	  57661  	  84.104	  31.360	    10.432    	   1.501    	Detected in Beam # 87544
J2052+1218	 313.19583 	     12.3 	 0.0020 	        * 	       42 	  0.2411457  	      * 	       *	       *		 *  	       *        Beam # 59497 Not Found
J2052+1218	 313.19583 	     12.3 	 0.0020 	        * 	       42 	  0.4257679  	      * 	       *	       *		 *  	       *        Beam # 59874 Not Found
J2052+1218	 313.19583 	     12.3 	 0.0020 	        * 	       42 	  0.3412381  	      * 	       *	       *		 *  	       *        Beam # 60107 Not Found
J2053+1718	 313.45617 	 17.31241 	 0.1193 	 2.865E-19 	   26.979 	  0.0387393  	      * 	       *	       *		 *  	       *        Beam # 53342 Not Found
J2053+1718	 313.45617 	 17.31241 	 0.1193 	 2.865E-19 	   26.979 	  0.4691235  	      * 	       *	       *		 *  	       *        Beam # 53719 Not Found
J2053+4650	 313.46928 	  46.8477 	 0.0126 	 1.7228E-19 	  98.0828 	 0.0612195 	  55441  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 20504
J2053+4650	 313.46928 	  46.8477 	 0.0126 	 1.7228E-19 	  98.0828 	 0.4917595 	  55508  	       *	   2.597	     0.987    	   0.321    	Not Detected in # 20737
J2053+4650	 313.46928 	  46.8477 	 0.0126 	 1.7228E-19 	  98.0828 	 0.4786078 	  55508  	       *	   2.748	     0.951    	   0.294    	Not Detected in # 20881
J2055+2209	 313.91313 	 22.15756 	 0.8152 	 1.340139E-15 	 36.34963 	 0.1826413 	  56459  	  76.895	 100.655	    13.645    	   3.974    	Detected in Beam # 47187
J2055+2209	 313.91313 	 22.15756 	 0.8152 	 1.340139E-15 	 36.34963 	 0.3900652 	  56459  	  39.479	  38.510	    10.168    	   1.521    	Detected in Beam # 47797
J2055+2539	 313.95333 	 25.66722 	 0.3196 	 4.08E-15 	        * 	 0.4194394 	  56180  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 42629
J2055+2539	 313.95333 	 25.66722 	 0.3196 	 4.08E-15 	        * 	 0.2132440 	  56178  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 43006
J2055+2539	 313.95333 	 25.66722 	 0.3196 	 4.08E-15 	        * 	 0.4394881 	  56180  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 43239
J2055+2539	 313.95333 	 25.66722 	 0.3196 	 4.08E-15 	        * 	 0.4481111 	  56224  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 43616
J2055+3630	 313.88063 	 36.50596 	 0.2215 	 3.691271E-16 	  97.4155 	 0.3731559 	  55991  	  65.881	  62.950	    34.481    	   3.654    	Detected in Beam # 30463
J2055+3630	 313.88063 	 36.50596 	 0.2215 	 3.691271E-16 	  97.4155 	 0.3495272 	  55991  	  60.331	  68.387	    40.905    	   4.748    	Detected in Beam # 30696
J2055+3630	 313.88063 	 36.50596 	 0.2215 	 3.691271E-16 	  97.4155 	 0.2678987 	  56025  	 100.397	  76.420	    27.468    	   4.722    	Detected in Beam # 31073
  J2102+38	    315.5 	     38.0 	 1.1900 	        * 	       85 	 0.2821387 	  55852  	       *	  11.617	     2.511    	   0.519    	Detected in Beam # 28955
  J2102+38	    315.5 	     38.0 	 1.1900 	        * 	       85 	 0.4029427 	  55982  	       *	   2.584	     0.583    	   0.190    	Not Detected in # 29188
  J2102+38	    315.5 	     38.0 	 1.1900 	        * 	       85 	 0.4930237 	  55982  	       *	   2.600	     1.066    	   0.328    	Not Detected in # 29332
  J2102+38	    315.5 	     38.0 	 1.1900 	        * 	       85 	 0.3456729 	  55982  	       *	  15.721	     4.566    	   0.704    	Detected in Beam # 29565
  J2105+07	 316.3625 	     7.95 	 3.7466 	        * 	     52.6 	  0.2295317  	      * 	       *	       *		 *  	       *        Beam # 65220 Not Found
  J2105+07	 316.3625 	     7.95 	 3.7466 	        * 	     52.6 	  0.3035996  	      * 	       *	       *		 *  	       *        Beam # 65830 Not Found
  J2105+28	    316.5 	 28.48333 	 0.4057 	        * 	     62.4 	 0.4634469 	  56089  	  37.678	   0.000	     0.000    	   0.000    	Not Detected in # 39380
  J2105+28	    316.5 	 28.48333 	 0.4057 	        * 	     62.4 	 0.0417823 	  56156  	 127.773	   9.782	     0.826    	   0.376    	Detected in Beam # 39757
J2105+6223	 316.30388 	 62.38486 	 2.3049 	 5.2190E-15 	    50.75 	 0.2501435 	  55201  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 08516
J2105+6223	 316.30388 	 62.38486 	 2.3049 	 5.2190E-15 	    50.75 	 0.4231093 	  55201  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 08660
J2105+6223	 316.30388 	 62.38486 	 2.3049 	 5.2190E-15 	    50.75 	 0.4419901 	  55201  	       *	   3.263	     1.217    	   0.229    	Not Detected in # 08749
J2105+6223	 316.30388 	 62.38486 	 2.3049 	 5.2190E-15 	    50.75 	 0.3939825 	  55237  	       *	   2.814	     0.546    	   0.182    	Not Detected in # 08893
J2108-3429	 317.12704 	 -34.49386 	 1.4231 	 3.503E-15 	    30.22 	 0.4475982 	  56990  	  22.422	   9.524	     3.198    	   0.389    	Detected in Beam #118586
J2108-3429	 317.12704 	 -34.49386 	 1.4231 	 3.503E-15 	    30.22 	 0.4473695 	  56967  	  11.361	  12.819	     8.495    	   0.616    	Detected in Beam #118819
J2108-3429	 317.12704 	 -34.49386 	 1.4231 	 3.503E-15 	    30.22 	 0.1508987 	  57015  	  83.545	  29.730	     2.679    	   1.046    	Detected in Beam #119196
J2108+4441	 317.08534 	 44.69691 	 0.4149 	 8.6210E-17 	  139.827 	 0.2865499 	  55626  	  66.773	  78.175	    36.210    	   5.641    	Detected in Beam # 22279
J2108+4441	 317.08534 	 44.69691 	 0.4149 	 8.6210E-17 	  139.827 	 0.2818546 	  55626  	  72.682	  68.038	    28.952    	   4.639    	Detected in Beam # 22656
J2108+4441	 317.08534 	 44.69691 	 0.4149 	 8.6210E-17 	  139.827 	 0.4338362 	  55631  	  34.859	  39.184	    34.766    	   2.523    	Detected in Beam # 22889
J2111+2106	 317.88804 	 21.10194 	 3.9539 	 3.24E-15 	  59.2964 	 0.0477429 	  56477  	       *	  33.205	     2.756    	   1.249    	Detected in Beam # 48585
J2111+2106	 317.88804 	 21.10194 	 3.9539 	 3.24E-15 	  59.2964 	 0.4589916 	  56477  	       *	  11.530	     3.136    	   0.554    	Detected in Beam # 48962
  J2111+40	   317.75 	     40.0 	 4.0610 	        * 	      120 	 0.4604057 	  55848  	       *	   2.942	     0.958    	   0.270    	Not Detected in # 26693
  J2111+40	   317.75 	     40.0 	 4.0610 	        * 	      120 	 0.2385452 	  55849  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 27070
  J2111+40	   317.75 	     40.0 	 4.0610 	        * 	      120 	 0.3397747 	  55849  	       *	   9.743	     4.743    	   0.596    	Detected in Beam # 27303
J2111+4606	 317.85054 	 46.10869 	 0.1578 	 1.430393E-13 	        * 	 0.3515772 	  55558  	       *	   2.792	     0.540    	   0.188    	Not Detected in # 20915
J2111+4606	 317.85054 	 46.10869 	 0.1578 	 1.430393E-13 	        * 	 0.4137126 	  55558  	       *	   2.550	     0.701    	   0.212    	Not Detected in # 21148
J2111+4606	 317.85054 	 46.10869 	 0.1578 	 1.430393E-13 	        * 	 0.3771095 	  55558  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 21292
J2111+4606	 317.85054 	 46.10869 	 0.1578 	 1.430393E-13 	        * 	 0.3377953 	  55626  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 21525
J2113+2754	 318.26829 	 27.90064 	 1.2029 	 2.622965E-15 	 25.11106 	 0.4241739 	  56156  	  81.032	  34.429	    10.397    	   1.275    	Detected in Beam # 40223
J2113+2754	 318.26829 	 27.90064 	 1.2029 	 2.622965E-15 	 25.11106 	 0.2278861 	  56156  	 209.125	  82.552	     9.660    	   3.033    	Detected in Beam # 40456
J2113+2754	 318.26829 	 27.90064 	 1.2029 	 2.622965E-15 	 25.11106 	 0.3698256 	  56158  	 111.553	  28.863	     6.332    	   1.065    	Detected in Beam # 40833
J2113+4644	 318.35137 	 46.73578 	 1.0147 	 7.14612E-16 	   141.26 	 0.1803103 	  55557  	 658.358	 308.248	   140.653    	  30.862    	Detected in Beam # 20538
J2113+4644	 318.35137 	 46.73578 	 1.0147 	 7.14612E-16 	   141.26 	 0.3714335 	  55557  	 332.941	 136.598	   123.251    	  12.452    	Detected in Beam # 20771
  J2113+67	    318.5 	 67.03333 	 0.5522 	        * 	     55.1 	 0.4816624 	  55179  	   3.805	   3.072	     1.013    	   0.303    	Not Detected in # 05877
  J2113+67	    318.5 	 67.03333 	 0.5522 	        * 	     55.1 	 0.0470674 	  56655  	  14.606	   7.584	     0.652    	   0.295    	Detected in Beam # 06021
  J2113+67	    318.5 	 67.03333 	 0.5522 	        * 	     55.1 	 0.4939816 	  55179  	   3.481	   0.000	     0.000    	   0.000    	Not Detected in # 06254
J2116+1414	 319.0573 	 14.23918 	 0.4402 	 2.89263E-16 	  56.2044 	  0.3943713  	      * 	       *	       *		 *  	       *        Beam # 56803 Not Found
J2116+1414	 319.0573 	 14.23918 	 0.4402 	 2.89263E-16 	  56.2044 	  0.3790256  	      * 	       *	       *		 *  	       *        Beam # 57180 Not Found
J2116+1414	 319.0573 	 14.23918 	 0.4402 	 2.89263E-16 	  56.2044 	  0.3147898  	      * 	       *	       *		 *  	       *        Beam # 57413 Not Found
J2116+1414	 319.0573 	 14.23918 	 0.4402 	 2.89263E-16 	  56.2044 	  0.3921240  	      * 	       *	       *		 *  	       *        Beam # 57790 Not Found
  J2122+54	   320.75 	    54.55 	 0.1389 	        * 	     31.7 	 0.0337713 	  55348  	  23.709	  11.311	     2.035    	   0.668    	Detected in Beam # 14095
  J2122+54	   320.75 	    54.55 	 0.1389 	        * 	     31.7 	 0.4822228 	  55361  	   8.816	   0.000	     0.000    	   0.000    	Not Detected in # 14328
J2124+1407	 321.19406 	 14.12204 	 0.6941 	 7.6801E-16 	  30.2473 	  0.4756905  	      * 	       *	       *		 *  	       *        Beam # 57125 Not Found
J2124+1407	 321.19406 	 14.12204 	 0.6941 	 7.6801E-16 	  30.2473 	  0.0380875  	      * 	       *	       *		 *  	       *        Beam # 57502 Not Found
J2124-3358	 321.18271 	 -33.97912 	 0.0049 	 2.05705E-20 	  4.60096 	 0.4562114 	  56960  	  59.935	   5.680	     1.968    	   0.289    	Not Detected in #118010
J2124-3358	 321.18271 	 -33.97912 	 0.0049 	 2.05705E-20 	  4.60096 	 0.1973102 	  56967  	 145.289	   5.666	     0.810    	   0.208    	Not Detected in #118387
J2124-3358	 321.18271 	 -33.97912 	 0.0049 	 2.05705E-20 	  4.60096 	 0.4139629 	  56967  	 112.446	   2.822	     0.521    	   0.186    	Not Detected in #118620
J2124-3358	 321.18271 	 -33.97912 	 0.0049 	 2.05705E-20 	  4.60096 	 0.4775334 	  56967  	  73.897	   0.000	     0.000    	   0.000    	Not Detected in #118997
J2129-0429	 322.43766 	 -4.48489 	 0.0076 	        * 	     16.9 	 0.4458535 	  57213  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 81457
J2129-0429	 322.43766 	 -4.48489 	 0.0076 	        * 	     16.9 	 0.1910400 	  57214  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 81834
J2129-0429	 322.43766 	 -4.48489 	 0.0076 	        * 	     16.9 	 0.3900906 	  57215  	       *	   0.000	     0.000    	   0.000    	Not Detected in # 82444
J2129+1210	 322.49269 	 12.16701 	 0.1107 	 -0.0210281E-15 	    67.31 	  0.3616955  	      * 	       *	       *		 *  	       *        Beam # 59565 Not Found
J2129+1210	 322.49269 	 12.16701 	 0.1107 	 -0.0210281E-15 	    67.31 	  0.2535943  	      * 	       *	       *		 *  	       *        Beam # 59942 Not Found
J2129+1210	 322.49269 	 12.16701 	 0.1107 	 -0.0210281E-15 	    67.31 	  0.4492608  	      * 	       *	       *		 *  	       *        Beam # 60175 Not Found
J2129+1210	 322.49269 	 12.16701 	 0.1107 	 -0.0210281E-15 	    67.31 	  0.4395165  	      * 	       *	       *		 *  	       *        Beam # 60552 Not Found
J2129+1210	 322.4943 	 12.16675 	 0.0561 	 0.0095406E-15 	    67.69 	  0.3612097  	      * 	       *	       *		 *  	       *        Beam # 59565 Not Found
J2129+1210	 322.4943 	 12.16675 	 0.0561 	 0.0095406E-15 	    67.69 	  0.2551880  	      * 	       *	       *		 *  	       *        Beam # 59942 Not Found
J2129+1210	 322.4943 	 12.16675 	 0.0561 	 0.0095406E-15 	    67.69 	  0.4476897  	      * 	       *	       *		 *  	       *        Beam # 60175 Not Found
J2129+1210	 322.4943 	 12.16675 	 0.0561 	 0.0095406E-15 	    67.69 	  0.4392369  	      * 	       *	       *		 *  	       *        Beam # 60552 Not Found
J2129+1210	 322.50502 	 12.17728 	 0.0305 	 0.00498789E-15 	    67.13 	  0.3471008  	      * 	       *	       *		 *  	       *        Beam # 59565 Not Found
J2129+1210	 322.50502 	 12.17728 	 0.0305 	 0.00498789E-15 	    67.13 	  0.2645701  	      * 	       *	       *		 *  	       *        Beam # 59942 Not Found
J2129+1210	 322.50502 	 12.17728 	 0.0305 	 0.00498789E-15 	    67.13 	  0.4414990  	      * 	       *	       *		 *  	       *        Beam # 60175 Not Found
J2129+1210	 322.50502 	 12.17728 	 0.0305 	 0.00498789E-15 	    67.13 	  0.4497795  	      * 	       *	       *		 *  	       *        Beam # 60552 Not Found
J2129+1210	 322.49281 	 12.16659 	 0.0048 	 -1.075E-18 	     67.3 	  0.3620154  	      * 	       *	       *		 *  	       *        Beam # 59565 Not Found
J2129+1210	 322.49281 	 12.16659 	 0.0048 	 -1.075E-18 	     67.3 	  0.2537619  	      * 	       *	       *		 *  	       *        Beam # 59942 Not Found
J2129+1210	 322.49281 	 12.16659 	 0.0048 	 -1.075E-18 	     67.3 	  0.4490113  	      * 	       *	       *		 *  	       *        Beam # 60175 Not Found
J2129+1210	 322.49281 	 12.16659 	 0.0048 	 -1.075E-18 	     67.3 	  0.4390948  	      * 	       *	       *		 *  	       *        Beam # 60552 Not Found
J2129+1210	 322.49245 	 12.16906 	 0.0047 	 1.78E-19 	    66.51 	  0.3599818  	      * 	       *	       *		 *  	       *        Beam # 59565 Not Found
J2129+1210	 322.49245 	 12.16906 	 0.0047 	 1.78E-19 	    66.51 	  0.2531209  	      * 	       *	       *		 *  	       *        Beam # 59942 Not Found
J2129+1210	 322.49245 	 12.16906 	 0.0047 	 1.78E-19 	    66.51 	  0.4501646  	      * 	       *	       *		 *  	       *        Beam # 60175 Not Found
J2129+1210	 322.49245 	 12.16906 	 0.0047 	 1.78E-19 	    66.51 	  0.4415696  	      * 	       *	       *		 *  	       *        Beam # 60552 Not Found
J2129+1210	 322.48824 	 12.16747 	 0.0040 	  3.2E-20 	    65.52 	  0.3632997  	      * 	       *	       *		 *  	       *        Beam # 59565 Not Found
J2129+1210	 322.48824 	 12.16747 	 0.0040 	  3.2E-20 	    65.52 	  0.2492205  	      * 	       *	       *		 *  	       *        Beam # 59942 Not Found
J2129+1210	 322.48824 	 12.16747 	 0.0040 	  3.2E-20 	    65.52 	  0.4535191  	      * 	       *	       *		 *  	       *        Beam # 60175 Not Found
J2129+1210	 322.48824 	 12.16747 	 0.0040 	  3.2E-20 	    65.52 	  0.4400598  	      * 	       *	       *		 *  	       *        Beam # 60552 Not Found
J2129+1210	 322.49146 	 12.16592 	 0.0377 	  2.0E-18 	     66.4 	  0.3632153  	      * 	       *	       *		 *  	       *        Beam # 59565 Not Found
J2129+1210	 322.49146 	 12.16592 	 0.0377 	  2.0E-18 	     66.4 	  0.2525358  	      * 	       *	       *		 *  	       *        Beam # 59942 Not Found
J2129+1210	 322.49146 	 12.16592 	 0.0377 	  2.0E-18 	     66.4 	  0.4500369  	      * 	       *	       *		 *  	       *        Beam # 60175 Not Found
J2129+1210	 322.49146 	 12.16592 	 0.0377 	  2.0E-18 	     66.4 	  0.4384454  	      * 	       *	       *		 *  	       *        Beam # 60552 Not Found
J2129+1210	 322.49243 	 12.16651 	 0.0067 	  2.4E-20 	    67.15 	  0.3622564  	      * 	       *	       *		 *  	       *        Beam # 59565 Not Found
J2129+1210	 322.49243 	 12.16651 	 0.0067 	  2.4E-20 	    67.15 	  0.2534031  	      * 	       *	       *		 *  	       *        Beam # 59942 Not Found
J2129+1210	 322.49243 	 12.16651 	 0.0067 	  2.4E-20 	    67.15 	  0.4493355  	      * 	       *	       *		 *  	       *        Beam # 60175 Not Found
J2129+1210	 322.49243 	 12.16651 	 0.0067 	  2.4E-20 	    67.15 	  0.4390202  	      * 	       *	       *		 *  	       *        Beam # 60552 Not Found
J2136-1606	 324.00092 	 -16.10361 	 1.2272 	  1.6E-17 	    18.48 	 0.1231826 	  57875  	       *	  22.641	     2.339    	   0.785    	Detected in Beam # 97050
J2136-1606	 324.00092 	 -16.10361 	 1.2272 	  1.6E-17 	    18.48 	 0.3973814 	  57875  	       *	  13.748	     7.581    	   0.707    	Detected in Beam # 97427
  J2137+64	   324.25 	 64.31667 	 1.7509 	        * 	      106 	 0.4851222 	  55196  	  21.563	   6.295	     2.344    	   0.421    	Detected in Beam # 07275
  J2137+64	   324.25 	 64.31667 	 1.7509 	        * 	      106 	 0.0370001 	  55196  	  85.392	  13.168	     1.238    	   0.563    	Detected in Beam # 07508
J2138+4911	    324.5 	 49.18333 	 0.6960 	        * 	      168 	 0.1034223 	  55524  	       *	  46.050	     9.851    	   2.753    	Detected in Beam # 18454
J2138+4911	    324.5 	 49.18333 	 0.6960 	        * 	      168 	 0.4253402 	  55554  	       *	  18.152	    13.701    	   1.097    	Detected in Beam # 18687
  J2139+00	  324.925 	      0.6 	 0.3125 	        * 	       36 	 0.3236652 	  57696  	       *	  13.431	     4.492    	   0.624    	Detected in Beam # 75014
  J2139+00	  324.925 	      0.6 	 0.3125 	        * 	       36 	 0.1965327 	  57728  	       *	  14.086	     3.716    	   0.814    	Detected in Beam # 75391
J2139+2242	 324.86208 	 22.71167 	 1.0835 	 1.421E-15 	 44.15971 	 0.4033925 	  56298  	       *	  94.633	    36.630    	   3.707    	Detected in Beam # 46357
J2139+2242	 324.86208 	 22.71167 	 1.0835 	 1.421E-15 	 44.15971 	 0.0967760 	  56298  	       *	 273.186	    33.955    	  10.693    	Detected in Beam # 46734

# File generated 2018-07-23 12:01:16 (ET)

J2139+4716	 324.98313 	 47.27028 	 0.2828 	 1.7857E-15 	        * 	 0.1636221 	  55626  	       *	   2.601	     0.223    	   0.143    	Not Detected in # 20284
J2140-2310	 325.09336 	 -23.18022 	 0.0110 	 -5.181E-20 	  25.0640 	 0.2867885 	  56665  	       *	   2.700	     0.253    	   0.119    	Not Detected in #105645
J2140-2310	 325.09336 	 -23.18022 	 0.0110 	 -5.181E-20 	  25.0640 	 0.4536939 	  56717  	       *	   3.881	     0.910    	   0.259    	Not Detected in #105878
J2140-2310	 325.09336 	 -23.18022 	 0.0110 	 -5.181E-20 	  25.0640 	 0.2856877 	  56718  	       *	   2.662	     0.249    	   0.117    	Not Detected in #106255
J2140-2310	 325.09167 	 -23.17972 	 0.0130 	        * 	    25.09 	 0.2854141 	  56665  	       *	   2.700	     0.252    	   0.119    	Not Detected in #105645
J2140-2310	 325.09167 	 -23.17972 	 0.0130 	        * 	    25.09 	 0.4552122 	  56717  	       *	   3.881	     0.919    	   0.261    	Not Detected in #105878
