num name RA Dec P0 dP0 P1 dP1 DM dDM W50 dW50 S400 dS400 S1400 dS1400 SPINDX dSPINDX temp
2207 J1910+1231 287.556413 12.527829 1.441742 1.5e-11 8.23e-15 7e-20 258.64 0.12 18.000 0.0 5.00 0.0 0.28 0.04 * 0.0 175.20513496931142
2208 J1910+1256 287.540423 12.940405 0.004984 2e-17 9.68e-21 5e-25 30.07 0.0005 * 0.0 * 0.0 0.50 0.1 * 0.0 175.20513496931142
2214 J1911+00 287.95 0.616667 6.940000 0.01 * 0.0 100.00 3.0 5.000 0.0 * 0.0 * 0.0 * 0.0 173.26834351131734
2215 J1911+0101A 287.796207 1.036039 0.003619 2e-15 -6.58e-21 2e-23 202.68 0.003 * 0.0 * 0.0 * 0.0 * 0.0 173.26834351131734
2216 J1911+0101B 287.802385 1.030678 0.005384 9e-15 -2.00e-21 3e-22 196.69 0.02 * 0.0 * 0.0 * 0.0 * 0.0 173.26834351131734
2217 J1911+09 287.75 9.0 0.273710 0.0 * 0.0 334.70 0.0 * 0.0 * 0.0 * 0.0 * 0.0 291.71059036557125
2218 J1911+10 287.75 10.0 0.190890 0.0 * 0.0 446.20 0.0 * 0.0 * 0.0 * 0.0 * 0.0 291.71059036557125
2219 J1911-1114 287.955343 -11.239578 0.003626 5e-15 1.39e-20 4e-23 31.02 0.11 0.350 0.0 31.00 9.0 0.50 0.2 -2.30 0.0 97.28652477462616
2220 J1911+1347 287.980015 13.792877 0.004626 1.3e-17 1.69e-20 1.3e-24 30.99 0.0009 0.160 0.0 * 0.0 0.08 0.0 * 0.0 175.20513496931142
2221 J1911+1758 287.980792 17.979386 0.460406 1.4e-10 1.31e-17 5e-19 48.98 0.16 9.000 0.0 1.90 0.0 * 0.0 -1.80 0.5 100.26620394077091
2222 J1912+1036 288.193042 10.611556 0.409349 6e-12 1.58e-14 8e-19 147.00 0.5 15.000 0.0 1.60 0.1 0.22 0.03 * 0.0 286.3471678665107
2223 J1912+2104 288.180644 21.076051 2.232969 8e-12 1.02e-14 4e-20 88.60 0.0062 9.900 0.0 6.00 1.0 0.80 0.1 -1.40 0.1 82.09016102728792
2224 J1912+2525 288.077608 25.417256 0.621976 6e-11 2.25e-16 4e-18 37.85 0.0016 9.000 0.0 1.60 0.0 * 0.0 -1.90 0.5 67.19176519656416
2225 J1913-0440 288.475723 -4.679911 0.825936 9e-12 4.07e-15 3e-20 89.39 0.01 1.300 0.0 118.00 9.0 6.80 1.4 -2.60 0.1 138.555081225731
2226 J1913+0446 288.46175 4.768333 1.616130 1.6e-10 2.79e-13 1.6e-17 109.10 1.7 16.000 0.0 * 0.0 0.48 0.06 -1.84 0.41 235.3946541254354
2227 J1913+0617 288.25 6.283333 0.005030 0.0 * 0.0 155.80 0.0 * 0.0 * 0.0 * 0.0 * 0.0 212.4511245461208
2228 J1913+0657 288.387167 6.95675 1.257181 7e-11 2.83e-15 7e-18 142.00 3.0 19.400 0.0 * 0.0 0.05 0.0 * 0.0 212.4511245461208
2229 J1913+0832 288.252083 8.53475 0.134409 1.1e-11 4.57e-15 8e-19 355.20 1.0 93.600 0.0 * 0.0 0.90 0.2 * 0.0 257.8912318298283
2230 J1913+0904 288.337754 9.079278 0.163246 1.1e-11 1.76e-14 8e-19 95.30 0.6 0.300 0.0 * 0.0 0.40 0.1 * 0.0 257.8912318298283
2231 J1913+0936 288.469583 9.611611 1.241965 3e-11 4.32e-16 4e-18 157.00 2.0 18.000 0.0 0.80 0.1 0.14 0.02 * 0.0 257.8912318298283
2232 J1913+1000 288.264958 10.000667 0.837148 5e-11 1.67e-14 6e-18 422.00 3.0 32.000 0.0 * 0.0 0.53 0.06 -1.53 0.47 291.71059036557125
2233 J1913+1011 288.334754 10.189714 0.035909 1.5e-13 3.37e-15 6e-20 178.80 0.3 37.200 0.0 * 0.0 0.90 0.2 -2.20 0.87 291.71059036557125
2234 J1913+1050 288.39735 10.840722 0.190067 3e-12 1.95e-16 1.2e-19 231.10 0.9 4.500 0.0 * 0.0 0.06 0.0 * 0.0 286.3471678665107
2235 J1913+1102 288.371059 11.034928 0.027285 1.5e-14 1.61e-19 3e-21 338.96 0.02 * 0.0 * 0.0 0.02 0.0 * 0.0 286.3471678665107
2236 J1913+1103 288.25 11.05 0.923910 0.0 * 0.0 628.90 0.0 * 0.0 * 0.0 0.09 0.0 * 0.0 286.3471678665107
2237 J1913+1145 288.432833 11.759194 0.306069 3e-11 5.02e-15 1.1e-17 637.00 2.2 14.400 0.0 * 0.0 0.43 0.09 -1.77 0.68 286.3471678665107
2238 J1913+1330 288.324896 13.509111 0.923391 2e-11 8.68e-15 2e-19 175.64 0.06 2.000 0.7 * 0.0 * 0.0 * 0.0 232.5639589175979
2239 J1913+1400 288.351489 14.014644 0.521473 1.7e-12 8.04e-16 1.4e-20 145.05 0.005 6.200 0.0 5.20 0.7 1.20 0.13 -1.40 0.1 175.20513496931142
2240 J1913+3732 288.366196 37.53675 0.851079 7e-12 1.38e-15 7e-19 72.33 0.0041 * 0.0 * 0.0 0.38 0.05 -1.30 0.3 44.99315540878575
2241 J1914+0219 288.599142 2.329944 0.457527 1.1e-11 1.02e-15 4e-19 233.80 0.4 13.300 0.0 * 0.0 1.60 0.3 -1.14 0.22 202.1712314229214
2242 J1914+0631 288.571833 6.532306 0.693811 5e-11 3.32e-17 1.3e-17 58.00 3.0 12.600 0.0 * 0.0 0.26 0.1 * 0.0 212.4511245461208
2243 J1914+0659 288.573529 7.019722 0.018512 3e-14 3.10e-20 3e-21 225.30 0.2 * 0.0 * 0.0 0.33 0.0 * 0.0 212.4511245461208
2244 J1914+08 288.575 8.75 0.440048 2e-06 * 0.0 285.00 0.0 * 0.0 * 0.0 * 0.0 * 0.0 257.8912318298283
2245 J1914+1122 288.542167 11.367694 0.600997 9e-11 6.56e-16 1.4e-18 100.00 10.0 25.000 0.0 1.10 0.0 0.55 0.07 * 0.0 286.3471678665107
2246 J1915+0227 288.758842 2.463269 0.317306 1.6e-12 2.99e-16 1.5e-19 192.60 0.5 7.300 0.0 * 0.0 0.40 0.02 -3.18 0.76 202.1712314229214
2247 J1915+0738 288.853333 7.642056 1.542704 1e-10 3.31e-15 3e-18 39.00 0.08 11.000 0.0 1.90 0.0 0.34 0.04 * 0.0 212.4511245461208
2248 J1915+0752 288.758083 7.869222 2.058314 7e-11 1.39e-16 9e-18 105.30 0.3 24.000 0.0 1.70 0.1 0.21 0.03 * 0.0 212.4511245461208
2249 J1915+0838 288.807792 8.649917 0.342777 4e-11 1.57e-15 4e-18 358.00 3.0 14.000 0.0 * 0.0 0.29 0.04 * 0.0 257.8912318298283
2250 J1915+1009 288.874933 10.162131 0.404547 4e-12 1.53e-14 1.7e-19 241.69 0.01 3.600 0.0 23.00 2.0 2.00 0.4 -2.00 0.1 250.14406599785195
2251 J1915-11 288.75 -11.5 2.177000 0.0002 * 0.0 91.06 0.08 * 0.0 * 0.0 * 0.0 * 0.0 97.28652477462616
2252 J1915+1144 288.75 11.733333 0.173650 0.0 * 0.0 338.30 0.0 * 0.0 * 0.0 0.08 0.0 * 0.0 286.3471678665107
2253 J1915+1149 288.75 11.816667 0.100040 0.0 * 0.0 702.10 0.0 * 0.0 * 0.0 * 0.0 * 0.0 286.3471678665107
2254 J1915+1410 288.897567 14.180972 0.297494 7e-12 4.89e-17 8e-19 273.70 0.3 15.000 0.0 * 0.0 0.13 0.0 * 0.0 232.5639589175979
2255 J1915+1606 288.866664 16.107607 0.059030 1.1e-14 8.62e-18 4e-22 168.77 0.01 7.400 0.0 4.00 1.0 0.90 0.2 -3.23 0.39 144.81240747463497
2256 J1915+1647 288.829624 16.785688 1.616231 8e-12 4.05e-16 5e-20 62.57 0.07 35.900 0.0 4.50 0.8 * 0.0 -1.50 0.6 144.81240747463497
2257 J1916+0748 289.214583 7.8 0.541752 1.7e-10 1.07e-14 1.7e-17 304.00 1.5 80.000 0.0 1.14 0.09 2.80 0.3 * 0.0 212.4511245461208
2258 J1916+0844 289.079504 8.735278 0.439995 8e-12 2.90e-15 4e-19 339.40 0.8 8.300 0.0 * 0.0 0.44 0.05 -1.28 0.51 257.8912318298283
2259 J1916+0852 289.1025 8.876667 2.182746 6e-10 1.31e-14 3e-16 295.00 10.0 48.000 0.0 * 0.0 0.13 0.02 * 0.0 257.8912318298283
2260 J1916+0951 289.134769 9.857216 0.270254 8e-13 2.52e-15 6e-21 60.95 0.006 9.000 0.0 20.00 2.0 1.60 0.3 -2.30 0.1 250.14406599785195
2261 J1916+1023 289.153792 10.384167 1.618339 8e-10 6.81e-16 1.4e-16 329.80 0.1 72.000 0.0 * 0.0 0.36 0.05 -1.62 0.86 250.14406599785195
2262 J1916+1030 289.048833 10.514833 0.628970 6e-11 3.40e-17 2e-18 387.20 0.3 20.000 0.0 * 0.0 0.22 0.03 * 0.0 250.14406599785195
2263 J1916+1225 289.083521 12.43165 0.227387 2e-12 2.35e-14 2e-19 265.31 0.03 1.700 0.0 * 0.0 0.09 0.002 * 0.0 286.3471678665107
2264 J1916+1312 289.244459 13.213894 0.281842 5e-11 3.65e-15 5e-19 237.01 0.011 6.200 0.0 12.00 1.0 1.20 0.13 -1.80 0.2 286.3471678665107
2265 J1917+0834 289.453554 8.581842 2.129665 4e-12 1.75e-14 2e-19 29.18 0.06 68.000 0.0 0.44 0.1 0.31 0.04 * 0.0 212.4511245461208
2266 J1917+1353 289.415793 13.899154 0.194631 4e-12 7.20e-15 3e-20 94.54 0.004 3.800 0.0 43.00 3.0 6.80 1.4 -1.80 0.1 232.5639589175979
2267 J1917+1737 289.3499 17.625444 0.334725 4e-12 3.24e-16 1e-18 208.00 0.2 5.900 0.0 * 0.0 0.05 0.004 * 0.0 144.81240747463497
2268 J1917+2224 289.434283 22.380211 0.425897 1.1e-11 2.86e-15 6e-20 134.75 0.0034 * 0.0 3.00 0.0 0.36 0.03 -2.22 0.8 82.09016102728792
2269 J1918-0642 289.700136 -6.709695 0.007646 1e-17 2.57e-20 1.8e-25 26.46 0.03 0.740 0.0 5.90 0.6 0.58 0.02 -1.67 0.06 108.60930560597622
2270 J1918-1052 289.701029 -10.87955 0.798693 1.5e-11 8.65e-16 1.5e-18 62.73 0.8 12.000 0.0 * 0.0 * 0.0 * 0.0 89.24139102603533
2271 J1918+1310 289.5 13.166667 0.856740 0.0 * 0.0 247.40 0.0 * 0.0 * 0.0 * 0.0 * 0.0 286.3471678665107
2272 J1918+1444 289.598493 14.751667 1.181023 9e-11 2.12e-13 9e-19 27.20 0.017 28.000 0.0 1.60 0.0 1.00 0.11 -0.21 0.24 185.93197996743254
2273 J1918+1541 289.532083 15.687556 0.370883 1.9e-10 2.54e-15 1.3e-17 13.00 2.0 6.000 0.0 0.80 0.0 * 0.0 * 0.0 185.93197996743254
2274 J1919+0021 289.961096 0.361056 1.272260 3e-11 7.67e-15 1.7e-19 90.31 0.016 10.100 0.0 16.00 1.0 0.80 0.2 -2.30 0.2 141.8327283084902
2275 J1919+0134 289.93175 1.582361 1.603984 6e-11 5.89e-16 1.1e-17 191.90 0.4 40.500 0.0 * 0.0 2.10 0.4 * 0.0 141.8327283084902
2276 J1919+1314 289.887442 13.243694 0.571400 2e-12 3.79e-15 6e-20 613.40 0.2 11.500 0.0 * 0.0 0.22 0.006 * 0.0 286.3471678665107
2277 J1919+1645 289.788512 16.756311 0.562790 3e-12 2.16e-16 4e-19 208.00 9.0 14.500 0.0 * 0.0 0.16 0.0 * 0.0 144.81240747463497
2278 J1919+1745 289.930592 17.751053 2.081343 9e-12 1.71e-15 4e-19 142.30 0.2 62.400 0.0 * 0.0 0.19 0.02 * 0.0 144.81240747463497
2279 J1920-09 290.204167 -9.774167 1.038000 0.0 * 0.0 93.00 0.0 * 0.0 * 0.0 * 0.0 * 0.0 89.24139102603533
2280 J1920+1040 290.23075 10.675278 2.215802 2e-10 6.48e-15 3e-17 304.00 9.0 45.000 0.0 * 0.0 0.57 0.07 -3.37 0.79 176.84395851069104
2281 J1920+1110 290.055458 11.183056 0.509886 5e-11 1.56e-16 1.9e-17 182.00 3.0 10.200 0.0 * 0.0 0.39 0.08 * 0.0 250.14406599785195
2282 J1920+2650 290.159894 26.844 0.785522 4e-12 3.44e-17 4e-20 27.71 0.00082 13.900 0.0 6.00 1.0 * 0.0 -1.30 0.2 68.23465290471482
2283 J1921+0812 290.448767 8.214406 0.210648 1.4e-12 5.36e-15 6e-19 84.00 0.6 * 0.0 * 0.0 0.66 0.0 * 0.0 190.25251475834244
2284 J1921+1419 290.350666 14.321409 0.618183 1.2e-11 5.60e-15 6e-20 91.64 0.04 22.000 0.0 3.20 0.0 0.68 0.08 -1.00 0.3 209.02449350505438
2285 J1921+1544 290.443635 15.738183 0.143576 2e-13 9.80e-16 2e-20 385.00 2.0 6.300 0.0 * 0.0 0.21 0.0 * 0.0 185.93197996743254
2286 J1921+16 290.25 16.0 0.936430 0.0 * 0.0 204.70 0.0 * 0.0 * 0.0 * 0.0 * 0.0 185.93197996743254
2287 J1921+1948 290.265833 19.812407 0.821035 6e-12 8.96e-16 3e-20 153.85 0.05 40.300 0.0 34.00 4.0 1.70 0.3 -2.40 0.2 104.58673873168081
2288 J1921+2003 290.464988 20.055778 0.760681 1e-11 5.00e-17 1e-18 101.00 1.0 11.000 0.0 2.30 0.1 * 0.0 * 0.0 104.58673873168081
2289 J1921+2153 290.436729 21.883958 1.337302 9e-13 1.35e-15 8e-21 12.44 0.00063 33.800 0.0 57.00 8.0 18.80 3.8 -1.90 0.2 92.6680220671018
2290 J1921+42 290.483333 42.416667 0.595201 1.5e-05 * 0.0 53.00 1.0 * 0.0 8.10 0.0 * 0.0 * 0.0 47.22791478339432
2291 J1922+1131 290.709458 11.532917 0.562074 3e-11 2.57e-17 1e-18 335.00 3.0 23.000 0.0 * 0.0 0.13 0.0 * 0.0 176.84395851069104
2292 J1922+1733 290.721742 17.556519 0.236171 3e-13 1.34e-14 4e-20 238.00 4.0 9.400 0.0 * 0.0 1.16 0.0 * 0.0 185.93197996743254
2293 J1922+2018 290.533362 20.299255 1.172763 1.2e-11 6.49e-16 9e-20 203.31 0.1 69.100 0.0 3.80 0.7 * 0.0 -2.40 0.7 104.58673873168081
2294 J1922+2110 290.723049 21.178324 1.077924 5e-11 8.18e-15 5e-19 217.09 0.018 14.800 0.0 30.00 1.0 1.40 0.2 -2.40 0.1 104.58673873168081
2295 J1922+58 290.5 58.466667 0.529623 1e-05 * 0.0 53.00 1.0 * 0.0 3.10 0.0 * 0.0 * 0.0 47.22791478339432
2296 J1923+1706 290.782708 17.102611 0.547209 8e-12 4.30e-17 1e-18 142.50 0.6 19.000 0.0 1.50 0.1 0.41 0.0 * 0.0 185.93197996743254
2297 J1923+2515 290.843719 25.261276 0.003788 1.5e-17 9.56e-21 8e-25 18.86 0.00018 0.540 0.0 * 0.0 0.22 0.0 * 0.0 73.3001074871609
2298 J1924+1628 291.0 16.466667 0.375090 0.0 * 0.0 542.90 0.0 * 0.0 * 0.0 0.09 0.0 * 0.0 209.02449350505438
2299 J1924+1631 291.228667 16.530222 2.935186 2e-10 3.64e-13 4e-18 518.50 0.9 27.200 0.0 * 0.0 0.09 0.005 * 0.0 209.02449350505438
2300 J1924+1639 291.012965 16.661321 0.158043 2e-13 2.56e-15 1e-20 208.00 3.0 7.200 0.0 * 0.0 0.21 0.0 * 0.0 185.93197996743254
2301 J1924+17 291.0 17.0 0.758430 0.0 * 0.0 527.40 0.0 * 0.0 * 0.0 * 0.0 * 0.0 185.93197996743254
2302 J1924+2040 291.166667 20.6675 0.237790 8e-09 2.09e-15 1.2e-16 213.00 10.0 16.000 0.0 4.00 0.0 * 0.0 * 0.0 119.18716664579009
2303 J1925-16 291.275 -16.016667 3.885800 0.0002 * 0.0 88.00 20.0 10.000 0.0 * 0.0 * 0.0 * 0.0 68.38363686302206
2304 J1925+1720 291.362629 17.340919 0.075659 1.1e-12 1.05e-14 1.1e-19 223.30 1.5 2.200 0.0 * 0.0 0.07 0.0 * 0.0 185.93197996743254
2305 J1925+19 291.358333 19.066667 1.916353 6e-06 * 0.0 328.00 16.0 * 0.0 * 0.0 * 0.0 * 0.0 138.2571133091165
2306 J1926+0431 291.601962 4.525457 1.074078 4e-12 2.46e-15 3e-20 102.24 0.019 15.800 0.0 22.00 2.0 * 0.0 -2.70 0.5 132.59572289344146
2307 J1926+0737 291.640583 7.618667 0.318062 1.2e-11 3.75e-16 4e-18 159.00 2.0 25.400 0.0 * 0.0 0.11 0.01 * 0.0 173.1193595530101
2308 J1926-1314 291.724312 -13.234389 4.864284 1e-10 3.64e-14 5e-18 40.83 0.05 * 0.0 * 0.0 * 0.0 * 0.0 83.72898456866754
2309 J1926+1434 291.738441 14.582038 1.324922 9e-12 2.19e-16 6e-20 211.41 0.08 16.000 0.0 9.00 0.0 0.48 0.06 * 0.0 183.25026871790226
2310 J1926+1613 291.5 16.216667 0.308300 0.0 * 0.0 32.90 0.0 * 0.0 * 0.0 * 0.0 * 0.0 209.02449350505438
2311 J1926+1648 291.688845 16.809106 0.579823 4e-11 1.80e-14 3e-19 176.88 0.011 14.600 0.0 8.00 1.0 1.30 0.2 -1.50 0.2 209.02449350505438
2312 J1926+1928 291.595083 19.469917 1.346012 9e-11 1.43e-15 1e-17 445.00 2.0 54.000 0.0 0.80 0.1 * 0.0 * 0.0 138.2571133091165
2313 J1926+2016 291.575267 20.266981 0.299072 7e-13 3.50e-15 6e-20 247.00 5.0 9.700 0.0 * 0.0 0.12 0.0 * 0.0 119.18716664579009
2314 J1927+0911 291.856783 9.184917 0.290305 5e-12 6.35e-17 4e-19 202.70 0.4 3.700 0.0 * 0.0 0.16 0.0 * 0.0 125.14652497807958
2315 J1927+1852 291.793425 18.869028 0.482766 7e-12 1.16e-16 1e-18 254.00 1.0 32.000 0.0 3.40 0.1 0.44 0.0 * 0.0 138.2571133091165
2316 J1927+1856 291.854042 18.943556 0.298313 4e-12 2.24e-15 8e-19 99.00 1.0 9.000 0.0 2.20 0.1 0.55 0.03 -2.52 0.7 138.2571133091165
2317 J1927+2234 291.783667 22.582583 1.431066 1.7e-11 7.71e-16 3e-18 180.00 30.0 40.000 0.0 6.00 0.0 * 0.0 * 0.0 95.4987172749393
2318 J1928+1443 292.028292 14.719806 1.010739 7e-11 2.10e-16 8e-18 101.00 5.0 41.600 0.0 * 0.0 0.17 0.0 * 0.0 183.25026871790226
2319 J1928+15 292.083333 15.216667 0.403000 0.0 * 0.0 242.00 0.0 5.000 0.0 * 0.0 * 0.0 * 0.0 183.25026871790226
2320 J1928+1746 292.177304 17.774894 0.068730 2e-13 1.32e-14 6e-21 176.68 0.05 3.400 0.0 * 0.0 0.28 0.008 * 0.0 144.81240747463497
2321 J1928+1923 292.021513 19.392033 0.817330 6e-12 6.35e-15 7e-19 476.00 14.0 30.900 0.0 * 0.0 0.64 0.0 * 0.0 138.2571133091165
2322 J1929+00 292.366667 0.433333 1.166900 3e-06 * 0.0 33.00 7.0 * 0.0 * 0.0 * 0.0 * 0.0 113.07882435519335
2323 J1929+1357 292.29425 13.959972 0.866927 7e-11 3.66e-15 3e-17 150.70 0.3 11.500 0.0 * 0.0 2.20 0.4 * 0.0 143.0245999749481
2324 J1929+16 292.325 16.35 0.529681 2e-06 * 0.0 12.00 9.0 20.600 0.0 * 0.0 * 0.0 * 0.0 183.25026871790226
2325 J1929+1844 292.319917 18.749861 1.220470 8e-11 2.36e-15 1e-17 112.00 2.0 25.000 0.0 1.70 0.2 * 0.0 * 0.0 144.81240747463497
2326 J1929+19 292.383333 19.083333 0.339215 4e-07 * 0.0 527.00 6.0 38.400 0.0 * 0.0 * 0.0 * 0.0 138.2571133091165
2327 J1929+1955 292.323214 19.918864 0.257832 3e-13 2.56e-15 3e-20 281.00 4.0 10.200 0.0 * 0.0 0.42 0.0 * 0.0 138.2571133091165
2328 J1929+2121 292.267663 21.3563 0.723599 2e-12 2.14e-15 2e-19 66.00 12.0 15.000 0.0 * 0.0 0.23 0.0 * 0.0 119.18716664579009
2329 J1929+3817 292.279225 38.299306 0.814215 1e-11 6.10e-16 9e-19 93.40 0.2 29.700 0.0 * 0.0 * 0.0 * 0.0 49.01572228308117
2330 J1929+62 292.25 62.266667 1.456004 6.6e-05 * 0.0 67.70 0.7 * 0.0 1.40 0.0 * 0.0 * 0.0 43.65229978402062
2331 J1930+1316 292.503946 13.26975 0.760032 9e-11 3.66e-15 2e-18 207.30 0.9 17.000 0.0 5.00 0.0 0.18 0.03 * 0.0 143.0245999749481
2332 J1930+14 292.5 14.0 0.425710 0.0 * 0.0 209.20 0.0 * 0.0 * 0.0 0.04 0.0 * 0.0 143.0245999749481
2333 J1930+17 292.683333 17.416667 1.609690 7e-07 * 0.0 201.00 27.0 68.600 0.0 * 0.0 0.12 0.0 * 0.0 144.81240747463497
2334 J1930-1852 292.623815 -18.862853 0.185520 8e-14 1.80e-17 6e-21 42.85 0.0004 * 0.0 * 0.0 * 0.0 * 0.0 58.69967957305162
2335 J1930+1852 292.625542 18.870583 0.136855 9e-12 7.51e-13 1e-17 308.00 4.0 15.000 2.0 * 0.0 0.06 0.01 * 0.0 144.81240747463497
2336 J1931+1439 292.918471 14.66075 1.779226 7e-11 6.33e-15 2e-18 243.00 16.0 64.200 0.0 * 0.0 0.08 0.0 * 0.0 143.0245999749481
2337 J1931+1536 292.982125 15.615972 0.314355 6e-12 5.01e-15 9e-19 140.00 1.0 11.000 0.0 1.20 0.1 0.36 0.0 * 0.0 143.0245999749481
2338 J1931+1952 292.982767 19.869861 0.501123 4e-12 1.01e-16 6e-19 441.00 8.0 13.000 0.0 * 0.0 0.13 0.0 * 0.0 144.81240747463497
2339 J1931+30 292.866667 30.583333 0.582126 3e-06 * 0.0 56.00 11.0 * 0.0 * 0.0 * 0.0 * 0.0 64.65903790534112
2340 J1932+1059 293.058124 10.992339 0.226518 5e-12 1.16e-15 1.6e-20 3.18 0.00016 5.700 0.0 303.00 76.0 28.70 5.7 -1.70 0.2 125.14652497807958
2341 J1932+1500 293.192946 15.006167 1.864332 1.1e-10 4.59e-16 7e-18 90.50 1.8 50.700 0.0 * 0.0 0.19 0.0 * 0.0 143.0245999749481
2342 J1932+17 293.0 17.0 0.041820 0.0 * 0.0 53.20 0.0 * 0.0 * 0.0 * 0.0 * 0.0 128.12620414422435
2343 J1932+1916 293.082083 19.2775 0.208215 1.4e-11 9.32e-14 5e-19 * 0.0 * 0.0 * 0.0 0.00 0.08 * 0.0 144.81240747463497
2344 J1932+2020 293.033431 20.346226 0.268217 6e-12 4.22e-15 4e-20 211.15 0.011 5.000 0.0 29.00 2.0 1.20 0.4 -2.50 0.2 138.2571133091165
2345 J1932+2220 293.094758 22.347635 0.144470 3e-11 5.76e-14 3e-19 219.20 0.5 5.700 0.0 7.80 0.8 1.20 0.1 -1.40 0.1 110.54609706397031
2346 J1932-3655 293.025625 -36.91725 0.571420 1e-10 2.84e-16 3e-18 59.88 0.01 5.100 0.0 9.00 0.0 0.70 0.1 * 0.0 61.97732665581085
2347 J1933+0758 293.330862 7.968614 0.437454 2e-12 2.18e-16 2e-19 165.02 0.04 6.800 0.0 0.34 0.03 * 0.0 * 0.0 101.60705956553605
2348 J1933+1304 293.343871 13.080547 0.928324 5e-12 3.18e-16 7e-19 177.01 0.15 29.000 0.0 2.00 0.1 0.42 0.05 -1.00 0.4 113.82374414672954
2349 J1933+1726 293.345762 17.447113 0.021507 1e-14 4.90e-20 1e-21 156.90 0.03 * 0.0 * 0.0 0.04 0.0 * 0.0 128.12620414422435
2350 J1933+2421 293.407637 24.61101 0.813690 7e-11 8.11e-15 7e-19 106.03 0.06 25.900 0.0 7.50 0.0 * 0.0 * 0.0 110.54609706397031
2352 J1934+19 293.5 19.0 0.230990 0.0 * 0.0 97.60 0.0 * 0.0 * 0.0 0.10 0.0 * 0.0 144.81240747463497
2353 J1934+2352 293.692458 23.882194 0.178432 2e-11 1.31e-13 2e-18 355.50 0.2 4.200 0.0 * 0.0 0.06 0.002 * 0.0 110.54609706397031
2354 J1935+1159 293.816983 11.985889 1.939758 1.6e-10 9.48e-16 6e-19 188.76 0.06 272.000 0.0 1.00 0.0 0.17 0.03 * 0.0 91.77411831725837
2355 J1935+1616 293.949275 16.277774 0.358738 6e-13 6.00e-15 1.5e-21 158.52 0.003 6.000 0.0 242.00 22.0 57.80 11.0 -1.40 0.1 143.0245999749481
2356 J1935+1726 293.76645 17.441239 0.004200 7e-15 * 0.0 61.60 0.1 0.800 0.0 * 0.0 0.68 0.0 * 0.0 128.12620414422435
2357 J1935+1745 293.874875 17.753389 0.654408 1e-12 3.78e-16 2e-18 214.60 0.4 24.000 0.0 1.30 0.1 0.16 0.01 -3.00 1.2 128.12620414422435
2358 J1935+2025 293.924754 20.427806 0.080118 6e-12 6.08e-14 1e-19 182.00 1.0 2.000 0.0 * 0.0 0.50 0.1 * 0.0 144.81240747463497
2359 J1935+2154 293.732 21.896722 3.244980 1e-05 * 0.0 * 0.0 * 0.0 * 0.0 * 0.0 * 0.0 128.42417206083883
2360 J1935+52 293.75 52.2 0.568387 1.7e-05 * 0.0 71.00 2.0 * 0.0 3.10 0.0 * 0.0 * 0.0 58.55069561474438
2361 J1936+1536 294.006333 15.61 0.967338 3e-11 4.04e-15 6e-18 165.00 20.0 22.000 0.0 2.00 0.0 * 0.0 * 0.0 143.0245999749481
2362 J1936+20 294.0 20.0 1.390880 0.0 * 0.0 205.10 0.0 * 0.0 * 0.0 * 0.0 * 0.0 144.81240747463497
2363 J1936+21 294.120833 21.2 0.642932 2e-06 * 0.0 264.00 11.0 19.200 0.0 * 0.0 * 0.0 * 0.0 137.95914539250202
2364 J1937-00 294.2875 -0.283333 0.240100 0.0 * 0.0 68.60 0.0 * 0.0 * 0.0 * 0.0 * 0.0 105.7786103981387
2365 J1937+1505 294.317958 15.088611 2.872774 7e-10 5.61e-15 3e-16 237.00 11.0 46.000 0.0 * 0.0 0.13 0.02 * 0.0 113.82374414672954
2366 J1937+2544 294.255275 25.737132 0.200980 1.7e-13 6.43e-16 1.3e-21 53.22 0.005 13.000 0.0 6.60 0.4 1.40 0.3 -0.70 0.2 106.2255622730604
2367 J1937+2950 294.448346 29.833833 1.657429 3e-11 3.48e-15 1.7e-18 113.99 0.11 * 0.0 * 0.0 0.08 0.02 -2.40 0.2 89.83732685926427
2368 J1938+0650 294.47275 6.835 1.121562 5e-09 5.68e-15 1e-17 70.80 0.2 10.000 0.0 3.20 0.1 * 0.0 * 0.0 117.10139122948875
2369 J1938+14 294.579167 14.7 2.902510 0.0 * 0.0 74.20 0.0 95.000 0.0 * 0.0 * 0.0 * 0.0 113.82374414672954
2370 J1938+2010 294.53475 20.181028 0.687082 2e-11 3.40e-15 1e-18 327.70 0.8 25.000 0.0 * 0.0 0.10 0.009 * 0.0 128.12620414422435
2371 J1938+2012 294.667001 20.214119 0.002634 6e-16 7.50e-22 6e-23 236.91 0.005 * 0.0 * 0.0 0.02 0.0 * 0.0 128.12620414422435
2372 J1938+2213 294.559083 22.220189 0.166116 6e-13 4.24e-14 5e-19 91.00 3.0 6.800 0.0 1.00 0.0 0.59 0.0 * 0.0 137.95914539250202
2373 J1939+10 294.795833 10.75 2.310000 0.03 * 0.0 90.00 8.0 * 0.0 1.20 0.0 * 0.0 * 0.0 111.2910168555065
2374 J1939+2134 294.910672 21.58309 0.001558 5e-17 1.05e-19 3e-25 71.02 0.0013 0.038 0.0001 240.00 0.0 13.20 5.0 * 0.0 137.95914539250202
2375 J1939+2449 294.77332 24.715446 0.645302 3e-10 1.83e-14 3e-18 142.88 0.07 * 0.0 3.00 0.0 * 0.0 * 0.0 128.42417206083883
