# results from master table, 12/09/18
# spindxflag: 0 means catalog spindx available (or sne='*'), 1 means spindx calculated using s400 and s1400, 2 means spindx=-1.7
name rajd decjd p0 dm dms dmserr dist mjd bw spindx spindxflag temp w10 w50 on-pulse sne snm dsnm DOF_corr s350m ds s350e s400 s1400 numdet bm surv spindx_m dspindx_m p1 assoc bsurf prof_len nosearch
J1758+3030 269.6 30.5 0.947256 35.07 35.06 0.24471921547360806 0.164 56178 74.2 -1.6 0 89.81 41.807 22.45 9.0 95.08625488552474 107.05195938166233 4.694438885754941 0.959650800066368 7.494958881944608 1.333026823646992 11.0198865079 8.90 * 3 37443 catalog -1.530611 0.172209 7.20e-16 * 8.36e+11 200 0
J1759-1029 269.8 -10.4 2.512263 110.0 115.4 0.6490315505242227 0.347 58355 57.180469 * 0 231.2 329.569 185.305 28.0 * 11.707704605749766 1.7143245655699288 0.9599399877055469 11.119830869010736 1.9755372344000548 * * * 2 89822 catalog * * 1.57e-14 * 6.36e+12 200 0
J1759-2205 269.8 -22.0 0.460974 177.1 177.0 0.11909050524222704 0.249 56663 73.5 -1.8 0 589.9000000000001 28.097 9.49 16.0 18.874044685394338 25.061960382666626 6.797057982806553 0.9587194902073515 27.334729268077734 7.672502277316766 25.4340487997 20.00 1.30 2 104716 catalog -1.875791 0.046452 1.09e-14 * 2.27e+12 200 0
J1759-2922 269.9 -29.3 0.5744 79.42 79.42 0.14839358881658227 0.286 56902 73.0 -2.5 1 358.09999999999997 17.575 9.499 6.0 32.064775335365354 32.43667638887441 6.087735840829237 0.9591387926152929 14.442987066037471 2.9832840449823803 18.175694164929492 13.00 0.56 3 113078 catalog * * 4.63e-15 * 1.65e+12 200 0
J1759-3107 269.8 -31.1 1.078953 128.6 128.3 0.27874252756688356 0.177 56932 73.2 -1.6 0 286.9 61.421 25.618 11.0 19.534572960528482 17.512559896907998 4.474575142777383 0.959723930719628 5.7758671254458624 1.549754558575766 8.36252402438 * 0.91 2 115285 catalog -1.320570 0.263363 3.77e-15 * 2.04e+12 200 0
J1800-0125 270.0 -1.42 0.783185 50.0 51.01 0.2023322299047963 0.301 57535 60.400000000000006 * 2 184.2 41.678 25.36 10.0 3.311043296386522 10.321146218922491 2.7879536270615626 0.9595077742229818 3.355742436933726 0.9754026875001829 1.47784886007 * 0.14 3 77889 catalog * * 1.15e-14 * 3.04e+12 200 0
J1800+50 270.1 50.47 0.578 23.0 22.64 0.14932363220053022 0.004 55384 74.9 * 0 64.73 20.392 13.837 7.0 * 43.22376655332697 2.686525554067675 0.9591484435095096 2.095023849327269 0.39570652009786117 * * * 1 17381 catalog * * * * * 200 0
J1801-0357 270.3 -3.96 0.921491 120.3 120.2 0.23806294664376956 0.234 58087 73.196094 -2.6 0 193.89999999999998 25.738 10.417 6.0 95.88745449860555 63.57269553978613 0.5792591117566284 0.959632978104295 11.710827258355867 1.1784702030389513 24.0562530511 17.00 0.70 2 81460 catalog * * 3.31e-15 * 1.77e+12 200 0
J1801-2920 270.4 -29.3 1.081908 125.6 125.4 0.27950593817787417 0.084 56903 72.9 -2.0 0 358.09999999999997 71.391 37.856 14.0 81.77835443771102 71.23878773455992 2.6630670079643375 0.9597252904419344 28.466190608982547 2.4446404084532922 41.6 * 2.60 2 113311 catalog -1.994912 0.115590 3.29e-15 * 1.91e+12 200 0
J1802+0128 270.6 1.473 0.554262 97.97 101.4 0.1431910294649313 0.205 57854 39.683398 * 0 146.4 54.935 29.757 25.0 * 5.977564775052751 3.719278451449266 0.9590815338636177 2.098697686402833 1.3438335533857764 * * * 1 74318 catalog * * 2.11e-15 * 1.09e+12 200 0
J1803-3329 270.9 -33.4 0.633412 170.9 170.9 0.16363906664256445 0.234 56989 65.493164 * 0 243.5 57.007 15.35 19.0 * 6.175355792850022 1.6900568771493758 0.9592780750362413 2.868850279259112 0.8267363424895021 * * * 1 117725 catalog * * 3.37e-16 * 4.68e+11 200 1
J1804-2717 271.0 -27.2 0.009343 24.67 24.66 0.00965488370691733 0.102 56783 73.4 -2.9 0 358.09999999999997 2.067 0.831 11.0 21.96191525113511 14.809337374442135 2.5741701840996996 0.8577553119598166 11.702837919399318 2.2391237314463175 22.0936721554 15.00 0.40 1 110960 catalog * * 4.09e-20 * 6.25e+08 50 0
J1804-28 271.2 -28.1 1.273011 203.5 213.0 0.3288765161785972 0.27 56810 66.26875 * 2 358.09999999999997 67.06 17.219 11.0 5.526114109011649 7.593312603680672 2.4069082828104746 0.9597951957251648 4.557548267466801 1.495338868087995 4.22242531447 * 0.40 1 111570 catalog * * * * * 200 0
J1805+0306 271.2 3.108 0.218712 80.86 80.95 0.05650323571945046 0.493 57692 61.099999999999994 * 2 146.4 14.06 3.589 15.0 4.633195664113748 8.812692582171737 5.109262963104006 0.9551036863355568 8.32760767025469 4.926717326069987 6.27417046769 5.00 * 1 72344 catalog * * 9.99e-16 * 4.73e+11 200 0
J1805-0619 271.3 -6.32 0.454651 146.2 147.1 0.11745698737647624 0.146 58254 49.280469 * 2 210.1 32.355 15.569 14.0 23.54870811920769 7.215523452430838 5.262295813683578 0.9586872099442737 2.1630254605005392 1.5975403915102844 9.50045695756 * 0.90 1 84510 catalog * * 9.69e-16 * 6.72e+11 200 0
J1806+2819 271.6 28.31 0.015084 18.68 18.69 0.0060888777792841645 0.18 56254 74.3 * 0 93.24000000000001 2.972 2.121 27.0 * 21.820175433958 1.756893615649491 0.7617454913426315 3.9900075264731756 0.7255575741627539 * * * 2 39739 catalog * * 3.75e-20 * 7.61e+08 128 0
J1807-0847 271.9 -8.79 0.163727 112.3 112.3 0.04229811475656785 0.225 58349 69.3 -1.4 0 248.1 17.417 5.342 21.0 125.74497447808415 68.55947760984178 0.9594248093695665 0.9517803729101364 32.419855376737495 2.826024333952391 78.3613812242 65.00 18.20 2 87704 catalog -1.142657 0.384852 2.88e-17 * 6.95e+10 200 0
J1807-2715 271.7 -27.2 0.827776 312.9 313.2 0.2138521089419137 0.274 56782 73.4 -3.0 0 358.09999999999997 74.479 29.902 19.0 37.66128255623341 24.94570454228057 3.4331003310047086 0.9595545873510521 19.416653803603793 3.051357539874032 37.3177842566 25.00 0.91 3 110583 catalog * * 1.22e-14 * 3.21e+12 200 0
J1808+00 272.0 0.566 0.425115 141.0 149.2 0.10982649810195227 0.358 57877 57.3 * 0 193.29999999999998 34.007 19.54 17.0 * 8.120300428320764 4.729120783047067 0.9585182600271317 5.029122294415655 2.977815085508153 * * * 2 74784 catalog * * * * * 200 0
J1808-0813 272.0 -8.21 0.876044 151.2 151.6 0.22632192395758013 0.215 58258 36.780469 -2.1 0 224.6 67.539 28.363 16.0 57.43485596013663 30.77581364235921 3.3859300058710398 0.9595978956149754 14.885340420806395 2.7203656595477828 37.0630469698 28.00 1.60 2 86717 catalog -2.003401 0.304807 1.24e-15 * 1.05e+12 200 0
J1808-3249 272.0 -32.8 0.364912 147.3 147.3 0.09427333092311399 0.209 56966 68.6 * 2 243.5 25.122 6.015 15.0 36.96790917083867 12.828892002331854 3.3762117426927123 0.9580490577750543 4.7148186870783695 1.308339035097841 17.9453075865 * 1.70 2 116971 catalog * * 7.05e-15 * 1.62e+12 200 0
J1809-0119 272.4 -1.32 0.744976 140.0 138.3 0.19246111111111108 0.203 57511 63.8 * 0 195.7 49.661 34.477 13.0 * 9.293167867716747 2.073354138136528 0.9594612777674851 2.5130433468958975 0.6145359261149124 * * * 1 77601 catalog * * 2.29e-15 * 1.32e+12 200 0
J1809-3547 272.3 -35.7 0.860388 193.8 192.2 0.2222772686189443 0.305 57151 68.6 * 2 194.1 191.336 108.94 45.0 24.970826404520157 18.804955210499696 1.9322821760284727 0.9595845926408652 14.569088905151316 2.0317524266550504 26.3515159643 21.00 * 3 120165 catalog * * 1.20e-16 * 3.25e+11 200 0
J1811-0154 272.8 -1.9 0.924945 148.1 148.1 0.2389552716015907 0.248 57535 61.3 * 2 199.29999999999998 54.539 26.709 12.0 17.363824900211164 10.910927106340251 3.50341540411478 0.9596354482950844 3.422669985935058 1.1534034718081319 7.38924430033 * 0.70 2 78211 catalog * * 1.61e-15 * 1.23e+12 200 0
J1811-2439 272.9 -24.6 0.415813 172.0 167.2 0.10742336933598455 0.251 56773 73.0 * 2 349.7 41.582 19.384 20.0 3.0066347642779387 19.3928757718881 2.4633130631631346 0.9584579928552601 13.882414978699718 2.0577240741381586 2.74457645441 * 0.26 2 107855 catalog * * 2.97e-16 * 3.56e+11 200 0
J1812+0226 273.2 2.449 0.793903 104.1 104.1 0.20510117573511685 0.232 57692 38.230664 -2.1 0 156.39999999999998 25.974 15.269 6.0 18.08846690433216 25.95111422853157 3.593577839425275 0.9595197017968665 5.103407899049207 1.0702292813379537 5.0299849459 3.80 0.30 2 72666 catalog * * 3.60e-15 * 1.71e+12 200 0
J1812-3039 273.1 -30.6 0.587477 138.9 141.4 0.1517719714087732 0.206 56931 72.7 * 0 224.7 38.129 12.539 13.0 * 6.992698725359268 2.1624376167945973 0.9591730613861035 2.0930093374979397 0.6727212052991448 * * * 1 114853 catalog * * 6.60e-16 * 6.30e+11 200 0
J1813+4013 273.3 40.22 0.931089 41.56 41.45 0.24054254564352853 0.311 55845 75.6 -1.2 0 84.30000000000001 36.738 22.605 8.0 55.2408618589206 121.85757533800513 1.99522281810364 0.9596397789270136 12.185543091373056 2.2736956953735805 9.39031851053 8.00 1.10 3 26908 catalog -1.886522 0.144665 2.55e-15 * 1.56e+12 200 0
J1814-0521 273.6 -5.36 1.014219 130.0 130.6 0.26201879745119305 0.415 58233 35.580469 * 0 224.6 66.51 23.041 16.0 * 7.021240940648993 2.978182688539426 0.9596913075503354 8.780260838670419 3.950929422985948 * * * 2 83612 catalog * * 8.84e-16 * 9.58e+11 200 0
J1815+55 273.7 55.47 0.427 59.0 58.86 0.11031347915160276 0.006 55346 75.4 * 0 69.65 18.124 10.712 8.0 * 11.920541055382223 7.928510289119575 0.9585300270356221 0.6662387250570504 0.45681950645113156 * * * 1 13378 catalog * * * * * 200 0
J1816-0755 274.1 -7.92 0.217643 116.8 117.9 0.05622706450349481 0.037 58258 56.3 * 2 261.0 12.137 7.773 11.0 5.045304154912982 18.460850087158033 0.42261459590572176 0.9550604811020813 5.008987559851247 0.5204480929858706 1.79453075865 * 0.17 1 86429 catalog * * 6.48e-15 * 1.20e+12 200 0
J1816-2650 274.1 -26.8 0.592885 128.1 128.3 0.15316910324777053 0.317 56782 73.4 -1.4 0 268.7 73.736 34.34 25.0 20.725745037060562 31.1650147891578 1.636812130995953 0.959186617663681 24.974365850427635 2.3983441582118488 21.7000748006 18.00 2.50 3 110295 catalog * * 6.64e-17 * 2.01e+11 200 0
J1816+4510 274.1 45.17 0.003193 38.89 38.88 0.0032995872499397443 0.274 55526 74.3 * 2 87.73 0.98 0.289 15.0 3.8608710735087572 34.46419545397418 4.322905241450512 0.5694779084525141 10.052868060094985 2.175112578085035 1.88225114031 1.50 * 3 22350 catalog -3.399997 0.529052 4.31e-20 GRS:1FGL_J1816.7+4509[aaa+10g],OPT:[kbv+ 3.75e+08 50 0
J1817-3618 274.2 -36.3 0.387017 94.3 94.13 0.09998405564593878 0.125 57152 68.1 -2.0 0 177.5 15.577 6.08 8.0 138.93577673301354 96.26328168620783 2.1865920221679116 0.9582451480816071 14.413827719303587 1.5323402164044377 28.7346938776 22.00 3.20 3 120864 catalog -1.770623 0.233193 2.05e-15 * 9.01e+11 200 0
J1817-3837 274.2 -38.6 0.384487 102.8 102.7 0.09933044182333092 0.062 57383 68.9 -1.7 0 164.7 17.049 9.668 8.0 86.12224047910208 45.51756227588744 2.207962063674878 0.9582242926690204 5.685707536905531 0.6691347963024392 15.0580091225 12.00 3.10 2 123448 catalog -1.171876 0.611144 5.80e-16 * 4.78e+11 200 0
J1819-37 274.7 -37.3 0.632 68.0 68.2 0.16327428295974933 0.003 57170 49.580468999999994 * 0 141.7 38.728 8.908 12.0 * 24.176430204156517 1.2556237189680735 0.9592751625893701 4.282842771174324 0.5829993261246587 * * * 1 122084 gbncc * * * * * 200 0
J1820-0427 275.2 -4.46 0.598076 84.44 84.37 0.15451017413834658 0.155 58082 78.3 -2.1 0 249.29999999999998 29.312 10.161 10.0 641.3898389917485 118.95861758624731 1.1742392913909787 0.9591993080878869 29.26263868642749 2.4248002927402235 207.81779908 157.00 9.30 3 82104 catalog -2.406244 1.173813 6.33e-15 * 1.97e+12 200 0
J1820-0509 275.0 -5.16 0.337321 104.0 102.4 0.08714532342130633 0.212 58233 56.3 * 2 249.29999999999998 22.425 10.026 14.0 4.946225997903489 18.732989697710238 3.4887300122961284 0.9577523892978693 7.588082485104998 1.6085637750102255 2.63901582155 * 0.25 3 83091 catalog * * 9.32e-16 * 5.67e+11 200 0
J1821+0155 275.4 1.922 0.033781 51.75 51.75 0.013636195986608216 0.123 57695 57.0 * 0 190.79999999999998 1.651 0.515 6.0 * 9.75428067085011 2.3387784459725696 0.9012097700408923 1.8789202431252732 0.4998154550771635 * * * 2 73365 catalog * * 2.90e-20 * 1.00e+09 128 1
J1821+41 275.4 41.74 1.262 40.0 40.67 0.32603187515063864 0.0 55689 57.63457 * 0 56.83 43.96 9.631 7.0 * 18.46794590625736 1.1237523780598346 0.9597919581814489 0.8904383937618062 0.19246212662616102 * * * 1 25400 catalog * * * * * 200 0
J1822+02 275.6 2.731 1.508 103.0 103.8 0.38958483972041447 0.0 57665 39.180469 * 0 167.79999999999998 93.45 62.412 12.0 * 14.981215200582396 0.5252975509463658 0.9598491631933355 3.5449393266841 0.5218824933298355 * * * 1 72378 gbncc * * * * * 200 0
J1822-2256 275.7 -22.9 1.874269 121.2 121.4 0.4842087453301999 0.278 56750 73.3 -1.8 0 302.2 128.834 87.474 14.0 44.141331331462005 51.84945892691562 1.8282105416257965 0.9598981416135093 28.919138512143512 2.516510072511091 31.7925609997 25.00 3.80 3 105826 catalog -1.609818 0.144579 1.35e-15 * 1.61e+12 200 0
J1823-0154 275.9 -1.9 0.759777 135.8 135.8 0.19628488114605927 0.311 57535 57.400000000000006 -2.2 1 249.29999999999998 25.796 11.686 6.0 35.29840342713984 17.3225613874293 5.531310309208644 0.9594800679130736 6.536856239947182 2.201204225098314 17.545064797766653 13.00 0.78 1 78156 catalog * * 1.13e-15 * 9.38e+11 200 0
J1823-3021A 275.9 -30.3 0.00544 86.88 86.88 0.005621595565196432 0.234 56908 70.4 -2.7 0 183.0 1.746 0.91 16.0 24.36438025298664 27.65604358193856 3.8510999682917895 0.7402826593144959 18.953544870124595 3.227669361245677 22.9455377104 16.00 0.72 2 114188 catalog -2.760129 0.320436 3.38e-18 GC:NGC6624 4.34e+09 50 0
J1823-3021B 275.9 -30.3 0.378596 87.01 86.88 0.09780852916365387 0.232 56908 70.4 -2.0 0 183.0 13.671 5.297 8.0 10.324953353282677 16.35089289963098 2.6772216547043515 0.9581742138050064 3.31144446913433 0.6365419025664225 2.87346938776 2.20 0.07 2 114188 catalog -2.558685 0.125879 2.99e-17 GC:NGC6624 1.08e+11 200 0
J1823-3106 275.9 -31.1 0.284054 50.24 50.24 0.07338403982887441 0.092 56931 72.7 -1.8 0 183.0 12.2 5.728 8.0 233.92322921497146 136.39767453653715 1.643112404014437 0.9569379881823896 19.42581046141278 1.939866937141091 45.7812878395 36.00 5.60 3 115175 catalog -1.552260 0.178845 2.93e-15 * 9.23e+11 200 0
J1824-0127 276.2 -1.46 2.499468 58.0 63.002140 0.022597 0.125 57535 61.400000000000006 * 2 229.7 59.547 16.273 7.0 23.682825823302633 38.79989476190555 2.6846981225568376 0.9599394317923665 7.668360918862365 0.9451506274958392 6.22807733885 * 0.59 1 77779 catalog * * 3.91e-15 * 3.16e+12 200 0
J1824-2328 276.1 -23.4 1.505875 185.0 195.394215 0.248159 0.184 56752 73.5 * 2 272.6 96.67 39.637 12.0 7.798942625411397 18.367384597845707 2.950723507039198 0.9598487786493834 6.097451991656243 1.1003748730100178 3.37794025158 * 0.32 1 106436 catalog * * 1.74e-15 * 1.64e+12 200 0
J1825+0004 276.3 0.072 0.778949 56.62 56.7 0.2012378788563509 0.27 57997 77.2 -2.3 0 219.2 26.788 10.721 7.0 31.793800433099797 30.134168388958138 3.017199197287402 0.959502932902084 7.703221390138798 1.0408749587932966 10.8760567505 8.00 0.40 5 75805 catalog * * 8.76e-16 * 8.36e+11 200 0
J1825-0935 276.3 -9.58 0.769006 19.38 19.29 0.19866915069896357 0.123 58347 78.3 -1.1 0 487.3 32.453 15.171 15.0 56.65531728273005 82.25648008515759 2.67290233404904 0.9594912741324773 48.52327034128889 3.73584104719735 41.695927841 36.00 10.20 2 88725 catalog -1.922989 0.248105 5.25e-14 XRS:[pb15] 6.43e+12 200 0
J1825-31 276.4 -31.0 2.382 120.0 93.330992 1.074951 0.214 56933 52.680469 * 0 173.1 163.614 47.417 18.0 * 4.956975154094374 5.1540838132347 0.9599339310890381 1.5778921739028464 1.6511061636276385 * * * 1 115408 catalog * * * * * 200 0
J1829+0000 277.4 0.002 0.199147 114.0 116.8 0.05144870827307784 0.184 57507 68.3 -2.1 0 229.7 20.991 8.568 21.0 20.438358289721005 13.089505826142144 2.828236398895444 0.9542083876650574 5.049296869111926 1.1801156204663996 10.4906438012 * 0.54 2 76038 catalog * * 5.25e-16 * 3.27e+11 200 0
J1829+25 277.4 25.06 2.857 74.0 74.0 0.7380927633164618 0.003 56458 74.7 * 0 82.16 57.167 33.676 4.0 * 17.73524014215825 1.7368879315823695 0.9599524235749476 0.8270660722474173 0.15244688679659993 * * * 2 43810 gbncc * * * * * 200 0
J1831-0823 277.9 -8.38 0.612133 245.9 246.4 0.15814173520727884 0.119 58347 78.3 -1.9 0 487.3 54.065 13.672 18.0 17.25974107050998 5.741917053921216 0.8777840887278643 0.9592321704352134 3.7141855640363564 0.6231658668232468 13.9288090127 * 1.00 1 87217 catalog -1.425744 0.432501 3.09e-16 * 4.40e+11 200 0
J1832-0827 278.1 -8.45 0.647293 300.8 303.7 0.16722515892383705 0.185 58347 78.3 -0.8 0 593.3000000000001 113.804 49.985 37.0 6.056356822766966 12.144772196838653 3.5047525754072386 0.9593057644664111 16.9817327562187 5.030029309865255 10.4597525689 9.40 4.00 1 87217 catalog -1.113031 0.054930 6.39e-14 * 6.51e+12 200 0
J1833-0338 278.4 -3.65 0.686704 234.5 234.8 0.1774068088696071 0.236 57999 77.2 -2.8 0 342.59999999999997 115.376 46.786 34.0 115.64364748520757 71.12677737242167 5.5414067249956975 0.9593759867207186 62.27663917895877 6.631363661091612 129.350305324 89.00 2.80 2 81062 catalog -2.504497 0.220748 4.16e-14 * 5.41e+12 200 0
J1834-0010 278.5 -0.18 0.520954 88.65 88.36 0.13458606140033744 0.212 57506 78.3 -2.2 1 239.29999999999998 46.611 29.12 21.0 12.768209563285083 17.419423350643402 5.727006849022628 0.9589729207952088 7.136433238785009 2.4151841475634894 6.9225701099583805 5.10 0.29 3 76504 catalog * * 1.05e-17 * 7.49e+10 200 0
J1834-0426 278.6 -4.43 0.290108 79.31 79.4 0.07494806278621353 0.178 58055 68.3 -1.3 0 342.59999999999997 83.156 18.476 76.0 53.19517643864385 111.13463365911876 2.1882528995565487 0.9570519241673646 149.7972301831528 12.325781737517149 91.5967904459 77.00 5.00 2 81672 catalog * * 7.19e-17 * 1.46e+11 200 0
J1835-1020 278.9 -10.3 0.30245 113.7 115.9 0.07813656152084839 0.04 58355 69.3 -1.2 0 501.0 37.845 10.108 27.0 10.213672347127932 9.15513070386421 11.385540251985667 0.9572647524716672 7.418956358178027 9.243565574768875 10.3101928886 * 1.90 1 89657 catalog -0.954143 0.096250 5.92e-15 * 1.35e+12 200 0
J1836-1008 279.2 -10.1 0.562711 316.9 315.8 0.1453737896179802 0.236 58355 78.3 -2.9 0 501.0 192.262 49.602 76.0 28.613791573938414 16.225049733331442 3.16053530766751 0.9591062565037309 36.59432896402197 7.543494644473064 80.3914314568 54.00 4.80 1 89280 catalog -2.039601 0.293720 1.18e-14 * 2.61e+12 200 0
J1836+51 279.12489999999997 51.8558 0.69192 44.0 44.41 0.27929558044860203 0.00010856 55385 70.0 * 0 100.35657790784632 35.117 18.95 6.0 * 5.965252599564812 6.874943078756454 0.96 0.4117861147571218 0.4791337247583359 * * * 1 16229 gbncc * * * * * 128 0
J1837-0045 279.3 -0.75 0.617037 86.98 87.11 0.15940866097252349 0.202 57506 76.7 -2.3 1 266.29999999999995 35.41 16.243 11.0 33.04737326651352 17.516930293467826 0.6139531773347056 0.9592431439899095 5.577801974486735 0.49208035242661347 13.760997562695948 10.00 0.50 2 76737 catalog * * 1.68e-15 * 1.03e+12 200 0
J1838-1046 279.6 -10.7 1.218354 208.0 209.3 0.3147561325018076 0.272 58355 58.280469 -3.4 0 357.3 54.55 17.492 9.0 85.59912511995893 10.551635283177632 2.34553306869968 0.9597783089084663 6.111738289734114 1.4785921936778965 63.1188930876 * 0.50 1 89890 catalog * * 3.08e-15 * 1.96e+12 200 0
J1839-0627 279.8 -6.45 0.484914 88.5 92.49 0.12527529374548083 0.131 58255 40.180469 * 2 512.0999999999999 28.669 18.698 12.0 3.1479396865999356 13.4793101183446 5.299312931178273 0.9588311923399653 10.536804243114192 4.356698679427184 3.06125835299 * 0.29 1 84722 catalog * * 1.32e-16 * 2.56e+11 200 0
J1840-0840 280.2 -8.67 5.309377 272.0 285.2 1.3716530421487103 0.386 58347 58.280469 -2.3 0 357.3 608.531 243.088 26.0 19.26362359093778 9.47771770577478 4.5597308205987686 0.9599844633508225 17.03999808389783 8.345227191888773 44.0908860625 * 1.72 2 87916 catalog * * 2.37e-14 * 1.13e+13 200 0
J1840+5640 280.1 56.68 1.652862 26.77 26.71 0.42700926879971074 0.158 55330 75.1 -1.4 0 105.31 56.522 25.229 7.0 216.70612316554275 310.41221129590735 17.373720646627298 0.9598721856910538 23.19766524843733 3.6466750846208167 25.316753934 21.00 4.00 2 12514 catalog -1.575891 0.094723 1.49e-15 * 1.59e+12 200 0
J1842+0257 280.6 2.966 3.088256 148.1 146.0 0.7978366835382019 0.335 57665 39.380469 * 2 251.0 120.085 63.182 8.0 3.4890929922001708 17.132007474883284 4.4859022881859225 0.9599586621913279 10.236389743216268 3.0316268574266436 2.74457645441 * 0.26 2 72412 catalog * * 2.96e-14 * 9.67e+12 200 0
J1842-39 280.5 -39.7 0.374 47.0 47.6 0.09662117377681367 0.013 57384 67.0 * 0 95.42 56.504 17.519 30.0 * 23.404755158606832 8.070526488236164 0.9581336036865611 3.9591146051774633 1.4611217970282904 * * * 1 124558 gbncc * * * * * 200 0
J1843-0000 280.8 -0.01 0.88033 101.5 101.8 0.22742919227524702 0.152 57507 77.7 -1.5 0 327.4 179.748 58.244 44.0 30.953386013680245 13.261192832686882 0.8079753022879175 0.9596014222212745 10.156977425919179 0.9638140936969843 30.4 * 3.80 2 76216 catalog -1.065291 0.347411 7.79e-15 * 2.65e+12 200 0
J1844+00 281.0 0.583 0.460503 345.5 346.6 0.1189688245661605 0.002 57877 58.0 * 2 300.09999999999997 139.876 43.811 63.0 80.96882611712995 21.731787702072452 3.1764872075091994 0.9587171283517605 18.857315919694646 3.2747449235072117 90.7821442612 * 8.60 1 75229 catalog * * * * * 200 0
J1844-0433 281.1 -4.55 0.991027 123.1 123.0 0.25602725129549286 0.12 58107 78.3 -1.8 0 459.09999999999997 92.4 42.255 19.0 13.127260940718033 23.15288198807323 2.992735080819865 0.9596781443134802 14.513872964814524 2.1296075043355436 10.3007897639 8.10 1.10 1 81994 catalog -2.037596 0.358811 3.91e-15 * 1.99e+12 200 0
J1846-07492 281.5 -7.82 0.86138 192.0 190.8 0.22253354724029883 0.415 58204 36.180469 * 2 368.8 42.976 18.08 10.0 0.9489070441199403 8.452052211635097 3.908266686273034 0.9595854557069201 14.065572901544042 6.810667989995271 2.00565202437 * 0.19 3 85798 catalog * * 5.19e-15 * 2.14e+12 200 0
J1847-0402 281.8 -4.03 0.597792 141.9 142.0 0.15443680404916849 0.088 58055 77.2 -2.3 0 413.09999999999997 84.081 33.562 28.0 120.96542352935332 83.16494217453169 12.067071935138596 0.9591986217693227 55.627825530414114 8.973553543517905 101.963032036 75.00 4.90 3 81240 catalog -1.748806 0.121330 5.17e-14 * 5.63e+12 200 0
J1848-0023 282.1 -0.38 0.537624 30.6 34.911989 0.253329 0.165 57507 69.7 * 2 481.0 31.546 8.348 13.0 8.12237841640548 7.577265492716163 4.79404354471072 0.9590296348019499 4.146065365332971 2.643393707798297 6.33363797171 * 0.60 1 76682 catalog * * 1.61e-15 * 9.41e+11 200 0
J1848-0123 282.0 -1.39 0.659432 159.5 159.1 0.1703612135454326 0.14 57511 72.7 -1.6 0 481.0 0.0 83.552 61.0 54.24224243426498 34.924700905514435 3.799343505660432 0.9593286506575126 50.72007906647445 6.6289650656701555 98.3408333748 79.00 15.20 2 77669 catalog -1.411202 0.266995 5.25e-15 * 1.88e+12 200 0
J1849-0317 282.4 -3.29 0.668408 42.9 40.0 0.17268012171607616 0.256 57452 37.280469 * 2 413.09999999999997 40.243 15.826 12.0 6.340697277627946 15.82421883851428 5.681253988545615 0.959344828953429 14.6337485793382 5.630524634486818 7.38924430033 * 0.70 3 80486 catalog * * 2.20e-14 * 3.88e+12 200 0
J1849-0614 282.4 -6.24 0.953384 119.6 118.2 0.24630235598939498 0.169 58087 28.273632999999997 -2.7 0 368.8 35.247 17.801 8.0 36.8854207010181 14.024206365034582 5.86448708120619 0.9596548411402538 8.104467395515954 3.6966283470789643 27.0730750825 * 0.59 1 84057 catalog * * 5.39e-14 * 7.25e+12 200 0
J1849-0636 282.2 -6.61 1.451319 148.1 148.3 0.37494156498553866 0.225 58204 35.680469 -2.3 0 368.8 77.398 29.022 10.0 40.877829204905105 46.76262740062238 4.665890839113394 0.9598383597434175 31.836787953222863 5.617595725227558 35.3471844392 26.00 1.40 3 85044 catalog -2.314846 0.045962 4.62e-14 * 8.29e+12 200 0
J1849+2423 282.3 24.39 0.275641 62.27 62.53 0.07121058010966498 0.152 56276 74.0 -0.7 0 120.95 26.557 16.58 19.0 11.134262549823315 11.81609263522521 6.769836267820679 0.956767938339157 1.7859775279000563 1.0475793099789783 2.52535361325 2.30 * 2 44454 catalog * * 1.53e-16 * 2.08e+11 200 0
J1850+0026 282.6 0.44 1.081844 201.4 201.2 0.27948940407327066 0.182 57997 78.3 -2.2 0 445.2 182.769 68.505 42.0 23.083727924430697 8.648568535071824 0.8524267886991902 0.9597252611031036 9.594159038747703 1.1519819754281837 32.1102613149 * 1.50 1 75318 catalog * * 3.59e-16 * 6.31e+11 200 0
J1851-0053 282.7 -0.88 1.409065 24.0 23.99 0.3640254391118341 0.274 57510 70.3 * 2 481.0 42.041 23.613 6.0 11.43991660388308 19.31841211845949 4.785748479417147 0.9598295024135866 11.423298301102792 2.995347931697681 8.44485062895 * 0.80 2 76915 catalog * * 8.74e-16 * 1.12e+12 200 0
J1852-2610 283.2 -26.1 0.336337 56.81 56.81 0.08689111156302722 0.2 56777 69.4 -1.7 1 130.3 25.81 6.93 21.0 49.909213193547515 94.26067355584308 7.052205991632757 0.9577405388330467 19.36341263902742 2.7450500552241293 15.08745952447176 12.00 1.40 2 109376 catalog * * 8.77e-17 * 1.74e+11 200 0
J1854+36 283.70899999999995 36.374 1.30022 59.8 59.8 0.598 0.14625388 56046 60.0 * 0 67.24823561724958 140.830 48.399 28 8 11.36783 4.88115 0.96000 1.67601 0.77443 * * * 1 30780 aodrift * * * * * 200 1
