# results from master table, 12/09/18
# spindxflag: 0 means catalog spindx available (or sne='*'), 1 means spindx calculated using s400 and s1400, 2 means spindx=-1.7
name rajd decjd p0 dm dms dmserr dist mjd bw spindx spindxflag temp w10 w50 on-pulse sne snm dsnm DOF_corr s350m ds s350e s400 s1400 numdet bm surv spindx_m dspindx_m p1 assoc bsurf prof_len nosearch
J2148-34 327.0 -34.3 0.927 14.0 13.98 0.23948617136659434 0.008 56967 60.099999999999994 * 0 56.39 35.936 20.284 8.0 * 16.743291347062645 0.593502296271141 0.9596369057336489 0.8407366172227025 0.17620865902274185 * * * 1 118887 gbncc * * * * * 200 0
J2149+6329 327.4 63.49 0.38014 129.7 129.6 0.09820741443721377 0.127 55229 75.2 -1.7 0 122.0 34.106 18.865 18.0 191.9508998327937 154.5247373775013 0.47055136835731237 0.9581875492784461 21.590386853577726 2.683314449858326 40.1546909932 32.00 2.90 2 8063 catalog -0.933352 0.266118 1.68e-16 * 2.56e+11 200 0
J2150-03 327.5 -3.39 0.0035 21.0 20.67 0.0036168353820197636 0.006 57170 57.0 * 0 56.83 0.516 0.239 7.0 * 15.443405840930968 3.0523845187755656 0.6012094989599028 1.5866922762829854 0.45602999677113815 * * * 1 80504 gbncc * * * * * 50 0
J2150+5247 327.6 52.79 0.332206 148.9 148.9 0.08582388677994696 0.074 55362 74.5 -1.3 0 131.2 23.158 10.331 14.0 101.84199032444229 64.13821122648618 0.46957547177823017 0.9576897145002297 7.954718250188638 0.938009253436707 18.5572718306 15.60 2.00 3 15438 catalog -0.817995 0.176070 1.01e-14 * 1.85e+12 200 0
J2151+2315 327.8 23.25 0.593534 23.6 20.604610 0.950869 0.248 56297 74.3 -2.5 0 91.75 49.319 17.034 17.0 10.406948381921746 8.205794265416134 1.3088821944437194 0.9591882212956971 1.0731365781503621 0.24739715344758323 2.23408580995 1.60 * 2 45692 catalog * * 7.08e-16 * 6.56e+11 200 0
J2154-2812 328.5 -28.2 1.343361 32.1 32.97 0.3470511139732465 0.309 56838 73.1 * 0 79.98 22.754 9.698 3.0 * 28.361240738597708 0.9633818528379134 0.9598141503086787 1.6003170182107127 0.3466534161185574 * * * 3 111978 catalog * * 6.13e-16 * 9.18e+11 200 0
J2155+2813 328.8 28.22 1.60902 77.13 78.17 0.41568289045553136 0.252 56156 74.1 -1.4 0 92.65 41.754 26.845 5.0 21.872788033266936 15.439356339077163 1.4035883210610807 0.9598658283481686 1.0926706911764015 0.21231938668380354 2.5316753934 2.10 * 3 39770 catalog * * 9.16e-16 * 1.23e+12 200 0
J2155-3118 328.8 -31.3 1.030002 14.85 14.86 0.26609626265365144 0.268 56932 69.4 -2.2 0 77.15 37.747 15.525 7.0 127.78259413840244 152.81076070771533 1.2777309542708344 0.9596997937214303 10.864122448026269 2.289179342702157 16.0976888752 12.00 1.20 3 115782 catalog * * 1.24e-15 * 1.14e+12 200 0
J2156+2618 329.0 26.3 0.498149 48.44 48.33 0.12869449490841164 0.304 56159 74.2 -1.0 0 92.79 17.419 8.235 7.0 18.07908599083072 17.66288204669241 2.9264273668530683 0.9588865828308121 1.844618857736852 0.43484504400188523 3.08571428571 2.70 * 3 41977 catalog * * 1.42e-17 * 8.51e+10 200 0
J2157+4017 329.2 40.29 1.525266 71.12 71.12 0.39404543112798257 0.072 55847 75.1 -1.5 0 103.52 124.908 67.831 16.0 835.2898439939812 206.63237488515924 1.1718975300389982 0.9598522321460711 20.187786557514997 2.9437724463078987 128.285396118 105.00 17.00 2 26850 catalog -1.052107 0.605782 3.43e-15 * 2.32e+12 200 0
J2158-27 329.5 -27.2 0.477 22.0 22.15 0.12323074837310194 0.498 56837 73.3 * 0 55.34 25.931 13.622 11.0 * 30.02723829585703 3.3868751492401294 0.9587959986408017 9.928739587433313 2.3079033892235477 * * * 2 111224 gbncc * * * * * 200 0
J2202+21 330.6 21.65 1.35727 17.9 17.66 0.35064443992528316 0.241 56477 74.1 * 0 72.77000000000001 31.403 22.142 4.0 * 9.039255404164635 3.004712700957211 0.9598175747913121 0.5738738078595134 0.21432252767838575 * * * 1 48221 aodrift * * * * * 200 0
J2203+50 330.75 50.0 0.745 79.0 76.98 0.19257116624487827 0.94869019 55504 66.37695313 * 0 86.91411811380493 72.95 29.179 19.0 * 10.5096 4.97775 0.96 1013.4470275325523 500.0483867607699 * * * 1 16980 catalog * * * * * 200 0
J2205+1444 331.3 14.74 0.938014 36.72 36.71 0.24233158743070615 0.215 58355 58.280469 -2.1 0 90.26 57.72 8.897 12.0 11.249039862175957 17.33708276265233 0.8948136487120142 0.9596445649747953 1.8522360255768708 0.34405182516956 1.98552037338 1.50 * 1 56816 catalog * * 9.00e-16 * 9.30e+11 200 0
J2206+6151 331.5 61.86 0.322674 167.0 168.8 0.08336133857556036 0.22 55199 75.1 -0.3 1 140.3 49.107 24.732 30.0 3.0680537045112106 10.168317632530568 1.0701198884057188 0.9575654387123673 2.870812594291314 0.43741323970565305 1.2529887643393804 1.20 0.80 2 8851 catalog * * 3.97e-16 * 3.62e+11 200 0
J2207-15 331.9 -15.2 0.766 28.7 27.5 0.19789256447336706 0.004 57789 57.7 * 0 57.28 40.477 25.341 10.0 * 13.1264120469822 1.2716871107520902 0.9594876656663562 0.7683515857008564 0.17377369617043845 * * * 1 96042 gbncc * * * * * 200 0
J2207+40 331.7 40.95 0.636985 12.0 11.33 0.1645621347011328 0.057 55657 68.96875 * 2 102.63000000000001 61.235 28.993 19.0 27.709231793475112 23.552529508492487 0.4558548149085192 0.9592853641828877 2.570786989371629 0.387650017253834 4.76836955545 3.80 * 1 26185 catalog * * * * * 200 0
J2208+5500 332.0 55.0 0.933161 101.0 104.6 0.2410778372800675 0.245 55348 75.3 -2.0 0 137.10000000000002 29.89 14.641 6.0 25.915289965034138 54.018668033962584 0.8343796331237388 0.9596412213858564 6.7598884491633875 0.8150348386315177 4.71279696283 * 0.26 2 13875 catalog * * 6.99e-15 * 2.58e+12 200 0
J2210+21 332.6 21.3 1.776 46.3 46.57 0.45882140274765 0.09 56477 74.3 * 0 72.18 41.234 21.731 4.0 * 44.81330990975287 1.8810543126629313 0.9598877385489042 1.9453952122907208 0.3429132309522822 * * * 1 48310 lofar * * * * * 200 0
J2210+57 332.7 57.48 2.05743 189.4 192.1 0.5315275442877802 0.021 55325 74.6 * 2 145.9 154.537 63.096 15.0 6.817213893863342 9.087704857939977 0.7954936236000476 0.9599139251668269 1.2836224593735748 0.1787449959438498 1.38031750289 1.10 * 1 11901 catalog * * * * * 200 0
J2212+2933 333.0 29.55 1.004593 74.52 74.52 0.2595319647806701 0.067 56086 73.0 -1.4 0 87.13 64.419 52.409 14.0 62.584475075733565 50.918255088047545 1.4028327634067 0.9596859474503774 3.6868365245469925 0.6627270606215822 7.59502618019 6.30 0.90 2 38584 catalog -1.079442 0.552226 4.95e-16 * 7.14e+11 200 0
J2214+3000 333.6 30.01 0.003119 22.55 22.56 0.003223117016148469 0.243 56086 73.0 * 2 87.13 0.774 0.229 13.0 14.24402130530953 8.446927623104491 0.9923687691200576 0.5613165227263077 1.9795283267233066 0.4229973243807329 5.59471354168 * 0.53 2 38207 catalog -0.566780 0.362464 1.47e-20 OPT:[sh14],GRS:2FGL_J2214.7+3000[naa+12] 2.17e+08 50 0
J2217+5733 334.4 57.55 1.056844 162.7 130.499259 0.094817 0.176 55327 77.7 -2.6 0 145.9 99.646 43.765 19.0 18.6226156117481 26.652235709907156 0.8873600830982128 0.9597134170748913 5.26240621004943 0.5853397056873764 5.27084668061 3.70 0.26 4 11990 catalog * * 6.51e-16 * 8.39e+11 200 0
J2219+4754 334.9 47.91 0.538469 43.5 43.49 0.13911098080862858 0.285 55554 72.5 -1.9 0 94.58 15.058 7.955 12.0 1061.550799766951 649.3617053975652 27.382704582273668 0.9590323792800719 86.00517727058785 14.416725654611332 144.592921856 111.00 3.00 4 19365 catalog -2.274467 0.102359 2.77e-15 * 1.23e+12 200 0
J2222-0137 335.5 -1.62 0.032818 3.28 3.265 0.013247466915973727 0.276 57541 57.099999999999994 * 0 74.92 1.789 0.79 13.0 * 25.53871751887398 3.7213851875066664 0.8983367097792548 3.491167983715725 0.9278546137356967 * * * 3 78509 catalog -0.863737 0.347211 5.80e-21 OPT:[blr+13,kbd+14],XRS:[pb15] 4.42e+08 128 0
J2222+2923 335.7 29.39 0.281399 49.41 49.44 0.07269813283321282 0.24 56086 74.4 -1.1 0 87.28 21.924 5.603 16.0 * 18.706426572334305 1.098198433905165 0.9568858525774355 2.1423945310660835 0.3986014313810319 * * * 2 38529 catalog * * 6.17e-18 * 4.22e+10 200 0
J2222+5602 335.5 56.0 1.336 168.0 163.3 0.34514943359845746 0.394 55348 74.7 * 2 137.10000000000002 122.37 42.067 18.0 40.058040443508744 9.525565427813726 0.8593671230529659 0.959812297401305 4.332542478774834 0.6262937943932694 26.4769993737 21.10 * 2 13066 catalog * * * * * 200 0
J2225+6535 336.4 65.59 0.682542 36.44 36.22 0.17633157537960953 0.216 55196 73.9 -1.6 0 124.97 78.176 22.693 31.0 74.3992159574218 76.6963632458748 3.6081237645231408 0.9593691041728821 19.028305852880525 2.4830007607644524 27.4592905739 22.00 2.00 3 6911 catalog -1.820862 0.142203 9.66e-15 XRS:[hb07b],OPT:Guitar_Nebula[crl93] 2.60e+12 200 0
J2227+30 336.8 30.6 0.842408 19.0 20.09 0.21763221860689322 0.287 56080 52.73164 * 2 85.64 32.051 24.007 7.0 17.361916932076554 43.13560752961274 2.766369880315495 0.9595684527835152 4.431832382274495 0.9114865429229193 3.01160182449 2.40 * 4 37165 catalog * * * * * 200 0
J2229+64 337.1 64.96 1.893 194.0 193.8 0.489047812725958 0.005 55196 73.9 * 0 107.79 74.822 51.993 8.0 * 13.246551205509464 1.5902573285413077 0.9598999543096088 1.1737471036563814 0.20024097786001027 * * * 1 7144 catalog * * * * * 200 0
J2229+2643 337.4 26.73 0.002978 22.73 22.72 0.0030774102193299588 0.241 56159 74.3 -1.8 0 86.39 0.743 0.508 13.0 43.13550489266738 33.88214118787913 0.989302614872588 0.5451840550604786 7.719494527703339 1.4066348939953064 16.5321317198 13.00 0.90 3 41579 catalog * * 1.52e-21 * 6.80e+07 50 0
J2229+6114 337.2 61.23 0.051624 204.9 205.1 0.01333682212581345 0.129 55249 74.5 -1.4 1 142.4 17.559 8.476 72.0 3.0916010416518778 20.337800585162732 1.744171244591174 0.8990156420918495 8.283038270328518 1.1486246473041244 1.8155922915535982 1.50 0.25 1 9351 catalog * * 7.83e-14 SNR:G106.6+2.9,GRS:2FGL_J2229.0+6114[naa 2.03e+12 200 0
J2229+6205 337.4 62.09 0.443055 124.6 124.5 0.11446121429862617 0.173 55199 75.1 -1.8 0 140.4 35.679 26.879 16.0 86.40661520272678 100.5578834964942 1.457131157931413 0.9586246294095419 17.403225488777284 1.9474718297046265 21.6189414798 17.00 0.80 2 8741 catalog -2.033691 0.071960 2.26e-15 * 1.01e+12 200 0
J2234+2114 338.7 21.23 1.358745 35.08 35.52 0.35102549936731736 0.283 56480 74.1 -1.3 0 82.96000000000001 189.378 33.753 32.0 9.68342849436377 27.335652819849116 2.3828610383884814 0.9598179321884251 5.099680542753015 1.0541836687782127 3.09287863843 2.60 * 3 48810 catalog -1.471403 0.324788 2.22e-16 * 5.56e+11 200 0
J2238+6021 339.5 60.35 3.07 182.0 185.3 0.793120330200048 0.158 55250 75.5 * 2 146.2 56.096 25.183 5.0 1330.0933732450987 46.00739923919695 7.89918448574638 0.9599582172066483 4.366963135476359 0.9094578213480213 139.412067792 111.10 * 3 10050 catalog * * * * * 200 0
J2242+6950 340.7 69.84 1.664501 40.86 40.49 0.43001615072909133 0.189 55164 74.2 -2.0 0 111.72 51.421 20.172 6.0 25.140235717054033 22.680856623914142 2.116496449656587 0.9598737949376875 1.8424858865501295 0.3116382910883342 3.13469387755 2.40 0.40 2 4738 catalog -2.110391 0.772649 4.82e-15 * 2.87e+12 200 0
J2243+69 341.0 69.666 0.855405 68.0 67.8 0.2209899 0.055 55164 74.2382813 * 2 90.48 12.44 45.287 11.0 95.96355165244532 12.379330423894682 1.2949406633042795 0.96 1.138771082947795 0.19146650293978631 4.02 3.2 * 1 4738 catalog * * * * * 200 0
J2244+63 341.0 63.0 0.461 92.0 92.15 0.11908743093215231 0.5899036 55198 75.58105468800001 * 0 114.77411831725837 23.28 16.647 10.0 * 11.11131 6.06036 0.96 15.730896657916595 8.760654464772887 * * * 1 7932 catalog * * * * * 200 0
J2248-0101 342.1 -1.03 0.477233 29.05 29.1 0.12329094284767413 0.264 57510 57.5 -2.4 1 81.77000000000001 21.763 13.454 9.0 92.91153769039484 58.36184847390378 0.6675366471348246 0.9587970581891779 5.573569949366341 1.119461567543466 15.291630470595123 11.00 0.50 2 77035 catalog * * 6.59e-16 * 5.68e+11 200 0
J2251+24 342.97499999999997 24.9225 1.79762 34.6 34.6 0.3 0.13 56295 60.0 * 0 55.32951895267056 84.871 19.956 17.0 * 8.058415009173116 6.940238763759026 0.9599999995805449 0.705917776728678 0.6240905530166948 * * * 1 44053 aodrift * * * * * 200 0
J2253+1516 343.3 15.27 0.792236 29.2 29.03 0.20467051397927208 0.494 58349 53.251172 -1.0 0 85.05000000000001 30.955 7.06 13.0 3.489570460401842 13.02426535399815 1.5494379173121917 0.9595178763393521 6.044988147298958 1.3755446646107992 2.74285714286 2.40 * 1 56596 catalog * * 6.65e-17 * 2.32e+11 200 0
J2257-16 344.4 -16.5 0.469 52.8 52.66 0.12116398529766205 0.005 57998 69.3 * 0 60.11 10.554 5.649 5.0 * 15.978312857789748 4.250518655977574 0.9587587212473853 0.6266096645759821 0.2068154684232658 * * * 1 97652 gbncc * * * * * 200 0
J2257+5909 344.4 59.15 0.368246 151.0 151.1 0.09513465443480355 0.099 55259 75.0 -0.8 0 647.6 24.904 8.887 14.0 40.874382558172826 127.0974482971654 0.3903155440277535 0.9580807521424104 95.5942968369811 6.814142447233022 37.8331475896 34.00 9.20 3 10694 catalog * * 5.75e-15 * 1.47e+12 200 0
J2302+4442 345.6 44.7 0.005192 13.73 13.72 0.0053653169438418885 0.106 55562 74.9 -1.7 1 96.97 1.428 0.335 19.0 35.8772946635183 21.73728531917642 8.194791779192137 0.7271181523825216 5.407234905643713 2.2078268268978207 14.350466939900224 11.30 1.20 1 22483 catalog * * 1.38e-20 GRS:2FGL_J2302.7+4443[naa+12],XRS:XMMUJ2 2.71e+08 50 0
J2302+6028 345.5 60.46 1.206404 156.7 156.7 0.3116689051578693 0.109 55250 75.3 * 2 238.79999999999998 35.978 20.02 5.0 74.58202277159943 99.6973311306586 1.185333210128726 0.9597743285060272 15.199264975935755 1.4722363641653207 15.0580091225 12.00 * 2 9940 catalog -1.658799 0.111235 2.04e-15 * 1.59e+12 200 0
J2305+3100 346.4 31.0 1.575886 49.58 49.58 0.4071228744878283 0.014 56080 28.858007999999998 -2.3 0 86.98 42.026 19.535 5.0 299.5025522549422 93.26617121046004 3.0655665453249243 0.9598606914773449 6.057981403511324 1.488239536187963 32.6281702516 24.00 2.20 2 36856 catalog -1.379407 0.223813 2.89e-15 * 2.16e+12 200 0
J2305+4707 346.4 47.12 1.066371 62.07 60.56 0.2754920259399855 0.368 55557 37.848828 -1.2 0 95.48 60.235 19.998 12.0 4.971412758360271 5.007465532225976 1.799654568696495 0.959718022497933 1.3891718169487364 0.56878663467043 2.23020064625 1.90 * 1 20365 catalog -1.714794 0.417481 5.69e-16 * 7.88e+11 200 0
J2307+2225 346.9 22.43 0.535829 7.02 6.741 0.13842894899373342 0.29 56459 74.8 -0.1 0 81.47 24.062 10.605 9.0 12.671282950757739 15.459994861822485 2.5105875363364265 0.959023764545269 1.4325856439903213 0.3619355042081316 2.02688538116 2.00 * 4 46815 catalog * * 8.70e-18 * 6.91e+10 200 0
J2308+5547 347.0 55.79 0.475068 46.54 46.48 0.12273162509038321 0.25 55328 69.3 -1.8 0 244.39999999999998 34.561 28.201 14.0 45.00149891962284 152.40157358114584 0.9876920993016842 0.9587871569188771 61.976549405913225 5.440479427547664 24.1623463598 19.00 1.90 3 13223 catalog -1.555568 0.764386 1.99e-16 * 3.12e+11 200 0
J2316+69 349.2 69.2 0.813 71.0 71.35 0.21003479754157628 0.011 55164 73.6 * 0 93.78 32.487 17.638 8.0 * 11.359053376393252 6.28489971499109 0.9595398703209086 0.8747702196390338 0.4978222779077691 * * * 1 4950 catalog * * * * * 200 0
J2313+4253 348.2 42.88 0.349434 17.28 17.31 0.09027466106290671 0.153 55625 74.6 -1.5 0 95.48 15.996 8.579 9.0 908.0629586536306 208.34410103882698 0.6563426114181143 0.9578907018599342 15.428263787947362 2.482209466202554 108.737145281 89.00 15.00 2 24402 catalog -0.906841 1.226169 1.12e-16 * 2.01e+11 200 0
J2317+1439 349.2 14.65 0.003445 21.88 21.9 0.003559999397445168 0.259 58350 51.5 -1.3 0 83.26 0.679 0.398 9.0 60.29398079652427 30.901213558460842 3.015769795202484 0.5957680765825645 6.776582030943487 1.5194708378431097 22.6018054347 19.00 4.00 3 57096 catalog -2.059501 0.024580 2.43e-21 OPT:[dsw+17] 9.26e+07 50 0
J2317+2149 349.4 21.83 1.444653 20.87 20.83 0.37321943465292834 0.068 56477 74.2 -2.2 0 81.47 41.752 23.351 6.0 278.62487873225064 349.5815379587498 1.721203723918573 0.9598370105563013 14.62530011320718 2.871704900375063 20.122111094 15.00 0.90 2 47747 catalog -1.591093 0.123988 1.05e-15 * 1.24e+12 200 0
J2319+6411 349.8 64.19 0.216018 246.0 246.1 0.05580725325379609 0.321 55198 75.5 * 2 133.9 77.912 38.499 72.0 2.739726102737899 32.33657594317949 3.7232356780598814 0.954993662863056 23.005103949879672 3.7244968212893688 2.85013708727 * 0.27 4 7767 catalog * * 1.63e-16 * 1.90e+11 200 0
J2321+6024 350.4 60.4 2.256488 94.59 94.0 0.5829532598216437 0.171 55250 74.7 -1.0 0 647.6 184.596 111.586 16.0 35.73723172481785 117.10217393901303 3.4757424821927922 0.9599271466366717 109.54999938303253 8.420529510524696 41.1428571429 36.00 12.00 4 9974 catalog -1.253135 0.075444 7.04e-15 * 4.03e+12 200 0
J2322+2057 350.5 20.95 0.004808 13.36 13.38 0.004968498433357435 0.279 56481 73.1 -2.3 0 81.02000000000001 0.61 0.322 6.0 * 8.938175156646611 11.174683788737969 0.7044993439833325 1.367967128935907 1.7313152855250318 * * * 1 48590 catalog -2.776664 2.060669 9.66e-21 * 2.18e+08 50 0
J2325-0530 351.3 -5.51 0.868735 14.97 14.98 0.22443367754278137 0.109 57380 64.7 * 0 80.58000000000001 25.634 13.772 6.0 * 29.16737735977353 0.7910116892119563 0.9595917687646177 1.3568524315577553 0.2772507134984907 * * * 1 83258 catalog * * 1.03e-15 * 9.57e+11 200 0
J2325+6316 351.3 63.28 1.43631 197.3 197.5 0.371064059110629 0.202 55198 75.4 -0.8 0 137.9 162.485 137.533 22.0 28.08856581035691 102.7462504962368 0.7269314363059044 0.9598352971443161 22.4263227940494 2.512166681296402 8.90191707991 8.00 2.10 3 8233 catalog -1.573201 0.561646 2.83e-15 * 2.04e+12 200 0
J2326+6113 351.7 61.22 0.233652 122.6 122.5 0.06036291576283441 0.108 55235 74.3 -1.1 0 149.10000000000002 22.197 15.553 19.0 76.80483038758818 74.70885315799234 3.133183662878971 0.9556509748457882 13.414172797152276 1.5332251807385175 19.6897437027 17.00 4.40 2 9453 catalog -0.800823 0.410884 3.53e-16 * 2.90e+11 200 0
J2326+6141 351.5 61.0 0.79 33.0 34.543 0.20409001190045792 0.77954478 55199 74.92188 * 0 123.41518789907816 46.399 26.155 12.0 * 17.76879 6.34217 0.96 204.8460061676413 76.34673970911965 * * * 1 9076 catalog * * * * * 200 0
J2327+62 351.8 62.69 0.266 194.0 193.4 0.0687198722583755 0.0 55199 75.1 * 0 121.04 25.73 4.416 23.0 * 9.42897472394301 1.7856122618719208 0.9565543731125179 1.6479580042201034 0.3594884401910723 * * * 1 8466 gbncc * * * * * 200 0
J2329+47 352.3958333333333 47.76694444444444 0.728 43.9 43.948 0.1880754398650277 0.16759801 55557 60.0 * 0 65.013476242641 16.712 9.194 4.0 * 12.05939 10.67518 0.96 0.6320837659494895 0.5717756378045722 * * * 1 19645 lofar * * * * * 200 0
J2330-2005 352.6 -20.0 1.643622 8.46 8.558 0.42462215744757764 0.224 58106 77.2 -2.0 0 84.0 44.041 24.325 5.0 588.940087792166 248.5372723080708 0.717020892548634 0.959870885318653 13.59755145729483 2.588718246799264 54.8571428571 42.00 2.90 3 102045 catalog -1.342411 0.286038 4.63e-15 * 2.79e+12 200 0
J2333+6145 353.3 61.75 0.756899 125.0 125.0 0.19554136312966977 0.185 55199 75.0 * 2 149.10000000000002 97.131 23.304 30.0 12.68841092871988 6.972210478608068 3.684100628215554 0.9594764947758632 1.9094284767662564 1.0288085204380715 4.96134974451 * 0.47 1 8932 catalog * * 1.18e-15 * 9.55e+11 200 1
J2337+6151 354.2 61.85 0.49537 58.41 58.19 0.12797655308508074 0.328 55199 75.0 -1.7 0 149.10000000000002 34.044 14.309 14.0 28.538208163743665 22.414575542096532 1.4165679512745206 0.9588752952549646 6.902881622468991 0.8558629120612717 12.5483409354 10.00 1.40 4 8788 catalog -1.071082 0.582076 1.93e-13 SNR:G114.3+0.3[frs93] 9.91e+12 200 0
J2343+6221 355.7 62.35 1.799 117.0 116.6 0.46476334658953955 0.122 55199 75.2 * 0 144.0 98.159 56.159 11.0 * 14.839458054563284 2.197356836891026 0.9598903168295061 1.9367817488945802 0.3574660477486636 * * * 2 8644 catalog * * * * * 200 0
J2346-0609 356.7 -6.16 1.181463 22.5 22.55 0.30522551292480116 0.189 57384 66.0 -1.3 1 76.41 73.048 10.004 12.0 101.55017309552636 105.54332856706819 1.4542047043779318 0.959765654622887 7.699175505331582 1.6387933895128377 13.191453594249696 11.00 2.00 3 84135 catalog * * 1.36e-15 * 1.28e+12 200 0
J2347+02 356.9 2.868 1.38347 15.9 15.0 0.3574130889973487 0.056 57666 27.080469 * 0 52.96 40.383 25.85 5.0 * 22.620747056133673 1.983502333382727 0.9598237647952965 1.2713048995097422 0.36843590702232387 * * * 1 72202 aodrift * * * * * 200 0
J2352+65 358.0 65.0 1.164 152.0 152.7 0.30071402747650033 0.271 55197 73.9 * 2 143.0 118.156 32.97 25.0 73.16447061731459 7.34797630520301 0.6791443093458409 0.9597592690107576 2.3181223195369656 0.3320494204795403 33.2531034788 26.50 * 2 6992 catalog * * * * * 200 0
J2353-22 358.4 -22.8 0.558 9.9 9.928 0.1441567245119306 0.015 56666 74.2 * 0 58.620000000000005 21.084 9.116 7.0 * 32.221086447793915 2.0203792289273372 0.9590926010005281 1.4167688845862196 0.2897113161954603 * * * 1 105506 gbncc * * * * * 200 0
J2353+85 358.5 85.56 1.011691 38.0 38.21 0.261365700319354 0.011 55082 74.0 * 2 86.09 33.346 17.78 6.0 83.19051050527754 16.403862969535435 0.4737384199083464 0.9596899137096261 0.7197010786116804 0.1339885763197176 6.14868705834 4.90 * 1 227 catalog * * * * * 200 0
J2354+6155 358.5 61.92 0.944784 94.66 94.76 0.2440805856832971 0.344 55199 74.9 -1.1 0 149.10000000000002 29.674 10.694 12.0 44.874274105497335 19.391441815125724 0.6469579636544495 0.9596491490828737 5.959269499914367 0.6696172684833451 19.6897437027 17.00 5.00 3 8822 catalog * * 1.63e-14 * 3.97e+12 200 0
J2356+22 359.0 22.57 1.841 23.0 22.95 0.4756138527355988 0.0 56480 74.3 * 0 56.39 124.97 68.296 13.0 * 20.443698451106187 2.6879023216156126 0.9598947936444643 1.1919884029308305 0.28440344310835947 * * * 1 46828 gbncc * * * * * 200 0
